iMISID,ID,UJURIS,UJURIS1,NAME_CUT,UPO,NAMELSAD,TEST,USTATE,STATE_TITLE,COUNTYFP +,COUSUBFP,COUSUBNS,FIPS_PLACE_ID,ST_FIP,ICMA_REGION_CODE,UCNTY#,GEOID,UZIP,UTYPE,UID,UPOP,UGRAPH,UREGN,UMETRO,UFOG,STATEFP +,per_flood,drought,per_sea,flood_dummy,drought_dummy,sea_dummy,score_hazard,statereg,per_water,pop_total_log,pop_density_log,pop_growth,age_median,per_white,per_male,per_manufact,edu_bachelor,per_democrat,hh_oc,income_log,prior_env,prior_cli,greenaction,staffs,urban,impervious
183939,183939,City of Aliceville,"ALICEVILLE, CITY OF",Aliceville,Aliceville,Aliceville CCD,TRUE,AL,Alabama,107,90072,1935003,1228,11228,SE,107,110790072,35442,1,1,8,6,3,3,1,1,30.1703541,7.880434782,0,2,1,0,3,0,4.104346664,8.591186871,1.769689279,109.7389949,42.6,36.6,47,18.7,8.3173691,48.09,72.6,10.01677159,4,2,0,0,0,0
183833,183833,City of Childersburg,"CHILDERSBURG, CITY OF",Childersburg,Childersburg,Childersburg CCD,TRUE,AL,Alabama,121,90576,165959,14464,114464,SE,121,112190576,35044-0369,1,1,8,6,3,3,1,1,23.7709471,11.96694215,0,2,2,0,4,0,0.988360453,9.112065803,4.329586985,83.96590217,37.8,63,46.5,20.9,6.2663496,40.3,68.3,10.49182962,4,2,0,0,13,0
128169,128169,Town of Hokes Bluff,"HOKES BLUFF, TOWN OF",Hokes Bluff,Hokes Bluff,Hokes Bluff CCD,TRUE,AL,Alabama,55,91638,165770,35392,135392,SE,55,105591638,35903-4826,1,2,8,6,3,2,1,1,19.2251532,11,0,2,2,0,4,0,1.723250859,9.135509061,3.807191506,123.6442516,41.9,98,49.3,12.8,7.8754195,23.7,85.4,10.78991684,1,1,0,0,9,0
128277,128277,City of Montgomery,"MONTGOMERY, CITY OF",Montgomery,Montgomery,Montgomery CCD,TRUE,AL,Alabama,101,92214,165905,51000,151000,SE,101,110192214,36101-1111,1,1,3,6,3,1,1,1,36.6039609,10.99788584,0,2,2,0,4,0,2.274706238,12.15047008,6.00219057,-6.144328465,34.2,37.1,47.1,10.5,15.3735481,24.2,59,10.63621596,2,1,1,2,51,0
184095,184095,City of Prattville,"PRATTVILLE, CITY OF",Prattville,Prattville,Prattville CCD,TRUE,AL,Alabama,1,92628,165649,62328,162328,SE,1,100192628,36067-3033,1,1,6,6,3,2,1,1,17.3543548,11.43631436,0,2,2,0,4,0,3.908137429,10.66153256,4.731281199,75.62440851,36.7,80.5,48.3,13,13.9352164,25.8,73.5,10.9251288,3,2,0,0,14,0
184152,184152,City of Abbeville,"ABBEVILLE, CITY OF",Abbeville,Abbeville,Abbeville CCD,TRUE,AL,Alabama,67,90009,165797,124,1124,SE,67,106790009,36310-0427,1,1,8,6,3,3,1,1,7.7337235,8.011494253,0,1,1,0,2,0,3.556487659,8.491259809,2.422340044,63.10679612,43.8,49.6,47.4,19.7,8.559732,49,72.9,10.40601887,2,1,0,0,0,0
183808,183808,City of Alexander City,"ALEXANDER CITY, CITY OF",Alexander City,Alexander City,Alexander City CCD,TRUE,AL,Alabama,123,90063,165966,1132,11132,SE,123,112390063,35011-0552,1,1,6,6,3,3,1,1,8.3109435,10.95704057,0,1,2,0,3,0,7.022640419,9.870034176,3.82887065,28.87793177,40.1,65.7,47.9,25.7,9.0023225,25.8,64.5,10.5304148,4,1,0,0,6,0
184125,184125,City of Anniston,"ANNISTON, CITY OF",Anniston,Anniston,Anniston CCD,TRUE,AL,Alabama,15,90099,161600,1852,11852,SE,15,101590099,36202-2168,1,1,6,6,3,1,2,1,8.4941144,10.96190476,0,1,2,0,3,0,0,11.1369512,4.857505368,182.839018,39.4,67.2,47.5,18.6,9.0768369,33.2,66.8,10.52282672,4,1,0,0,32,0
183845,183845,City of Cullman,"CULLMAN, CITY OF",Cullman,Cullman,Cullman CCD,TRUE,AL,Alabama,43,90810,165731,18976,118976,SE,43,104390810,35056-0278,1,1,6,6,3,3,1,1,4.5320451,9.062801932,0,1,2,0,3,0,0,10.13713574,4.791847051,80.52161486,39.1,93.4,48.6,19,10.3294496,16.6,64.7,10.5424689,4,4,0,0,26,0
184154,184154,City of Daleville,"DALEVILLE, CITY OF",Daleville,Daleville,Daleville CCD,TRUE,AL,Alabama,45,90828,165739,19360,119360,SE,45,104590828,36322-0188,1,1,8,6,3,2,1,1,14.8809624,8,0,2,1,0,3,0,0,9.390659926,4.329883524,157.382334,36.1,71.2,50.8,7.5,9.736098,27.3,57.8,10.69765585,2,2,0,0,16,0
184214,184214,City of Daphne,"DAPHNE, CITY OF",Daphne,Daphne,Daphne CCD,TRUE,AL,Alabama,3,90846,165650,19648,119648,SE,3,100390846,36526-0400,1,2,6,6,3,2,3,1,14.1159315,5.915915916,37.52186476,2,1,2,5,0,24.84262643,10.62849671,4.828776845,149.0501176,39.8,85.9,48.8,9.8,23.7450895,23.8,72.8,11.05320478,4,1,0,0,27,0
184147,184147,City of Dothan,"DOTHAN, CITY OF",Dothan,Dothan,Dothan CCD,TRUE,AL,Alabama,69,90900,161615,21184,121184,SE,69,106990900,36302-2128,1,1,4,6,3,1,2,1,8.6173501,8.404069767,0,1,2,0,3,0,0.588158126,11.34879347,4.819336483,46.98200461,38,66.8,47.8,10.4,11.7834202,34.9,62.8,10.61179424,2,1,0,0,20,0
128405,128405,City of Enterprise,"ENTERPRISE, CITY OF",Enterprise,Enterprise,Enterprise CCD,TRUE,AL,Alabama,31,90999,165708,24184,124184,SE,31,103190999,36331-1000,1,1,6,6,3,3,1,1,8.3044051,8,0,1,1,0,2,0,0,10.47709077,4.157438321,67.59372934,35.6,72.5,49.4,9.7,14.6744757,27.3,63.8,10.74926998,3,1,0,0,10,0
184084,184084,City of Greenville,"GREENVILLE, CITY OF",Greenville,Greenville,Greenville CCD,TRUE,AL,Alabama,13,91422,165674,31912,131912,SE,13,101391422,36037-0158,1,1,7,6,3,3,1,1,10.2775538,10.9601707,0,1,2,0,3,0,2.045170121,9.500244973,2.9592002,84.87825125,37.7,50.1,46.3,22,6.7977994,74.9,65.7,10.31592827,2,1,0,0,2,0
183878,183878,City of Sylacauga,"SYLACAUGA, CITY OF",Sylacauga,Sylacauga,Sylacauga CCD,TRUE,AL,Alabama,121,93069,165964,74352,174352,SE,121,112193069,35150-0390,1,1,6,6,3,3,1,1,6.7300223,11.23450135,0,1,2,0,3,0,1.858704976,10.00437307,4.075225982,75.35668992,40,72.7,47.3,22.1,7.1802867,40.3,67.3,10.47520129,3,2,1,0,9,1
127777,127777,City of Trussville,"TRUSSVILLE, CITY OF",Trussville,Trussville,Trussville CCD,TRUE,AL,Alabama,73,93204,165826,76944,176944,SE,73,107393204,35173-0159,1,1,6,6,3,2,1,1,6.865299,12,0,1,2,0,3,0,0,9.857653016,5.374188013,47.818013,40,88,47.7,10.4,23.3437974,17.9,81.8,11.25196322,2,1,0,0,58,0
128259,128259,City of Union Springs,"UNION SPRINGS, CITY OF",Union Springs,Union Springs,Union Springs CCD,TRUE,AL,Alabama,11,93249,165670,77880,177880,SE,11,101193249,36089-0549,1,1,8,6,3,3,1,1,15.8501785,8.929824561,0,2,2,0,4,0,0.002188115,8.868131714,2.875236248,93.51498638,36.2,19,57.6,18.3,4.7826087,74.1,59.7,10.13919189,2,2,0,0,3,0
150958,150958,City of El Dorado,"EL DORADO, CITY OF",El Dorado,El Dorado,El Dorado township,TRUE,AR,Arkansas,139,91218,69745,21070,521070,MP,139,513991218,71731-2170,1,1,6,7,3,3,1,5,12.7162639,11.33653846,0,2,2,0,4,0,1.553160724,10.17423962,4.443527065,21.77891314,38.4,56.4,48,19.7,10.1652177,36,64.9,10.46581395,1,1,1,0,13,0
198249,198249,City of Hot Springs,"HOT SPRINGS, CITY OF",Hot Springs,Hot Springs,Hot Springs township,TRUE,AR,Arkansas,51,91773,66592,33400,533400,MP,51,505191773,71902-0700,1,1,5,7,3,3,2,5,5.3942773,4,0,1,1,0,2,0,3.82435934,10.63294255,5.72996011,25.33313189,43.3,77.3,47.6,7.2,10.1104764,36.4,57.2,10.36015262,2,1,4,0,58,0
202760,202760,City of Casa Grande,"CASA GRANDE, CITY OF",Casa Grande,Casa Grande,Casa Grande CCD,TRUE,AZ,Arizona,21,90510,1934927,10530,410530,MP,21,402190510,85122-4100,1,1,5,8,4,3,2,4,23.5775151,21.62813102,0,2,2,0,4,0,0,10.96302978,4.715005392,128.7543609,36.4,68,48.8,10.1,9.511392,42.2,68.5,10.72335549,3,3,2,0,11,0
160693,160693,Town of Marana,"MARANA, TOWN OF",Marana,Marana,Marana CCD,TRUE,AZ,Arizona,19,92040,1934957,44270,444270,MP,19,401992040,85653-7006,1,2,6,8,4,2,2,4,28.1527099,19.51177199,0,2,2,0,4,0,0,10.44665451,3.062611287,153.9760991,40,80.7,50.9,7.9,7.6405346,42.2,83.1,10.75306139,2,1,1,2,3,1
202976,202976,City of Benson,"BENSON, CITY OF",Benson,Benson,Benson CCD,TRUE,AZ,Arizona,3,90255,1934922,5770,45770,MP,3,400390255,85602-2223,1,1,8,8,4,3,2,4,2.6238008,20.47934917,0,1,2,0,3,0,0,9.435082645,1.657095654,165.7609849,50.2,90.7,49.9,8.6,11.4187953,29,76.1,10.55294404,3,2,0,0,0,0
161026,161026,City of Bullhead City,"BULLHEAD CITY, CITY OF",Bullhead City,Bullhead City,Bullhead City CCD,TRUE,AZ,Arizona,15,90470,2585633,8220,48220,MP,15,401590470,86442,1,1,5,8,4,2,2,4,12.2425419,19.66233091,0,2,2,0,4,0,1.319227913,11.09647019,3.536015011,95.26192662,48.2,83.1,50.7,3.2,6.6304628,32.7,66.9,10.57221396,2,2,0,0,5,1
160213,160213,City of Chandler,"CHANDLER, CITY OF",Chandler,Chandler,Chandler CCD,TRUE,AZ,Arizona,13,90561,1934928,12000,412000,MP,13,401390561,85244,1,1,3,8,4,2,2,4,2.094534,19.87248322,0,1,2,0,3,0,0,12.87091808,6.767149766,120.2037592,34.1,77.6,49.1,12.7,22.6083062,44.1,72.9,11.23247055,2,1,2,0.75,81,0
202992,202992,City of Nogales,"NOGALES, CITY OF",Nogales,Nogales,Nogales CCD,TRUE,AZ,Arizona,23,92295,1934961,49640,449640,MP,23,402392295,85621-2262,1,1,6,8,4,3,1,4,7.7368312,22.30547715,0,1,2,0,3,0,0,10.69663843,3.220265138,111.7396302,34.1,72.1,47.5,5.7,6.6995881,52.4,66.5,10.48737775,2,1,1,0,4,0
202965,202965,Town of Payson,"PAYSON, TOWN OF",Payson,Payson,Payson CCD,TRUE,AZ,Arizona,7,92570,1934967,53700,453700,MP,7,400792570,85541-4306,1,2,6,8,4,3,2,4,0.3696523,18.05048544,0,0,2,0,2,0,0,10.07773493,2.444393683,74.79441997,54.1,92.8,48.9,4.7,8.7804666,57.8,76.7,10.62578083,4,2,0,0,1,1
203113,203113,City of Prescott,"PRESCOTT, CITY OF",Prescott,Prescott,Prescott CCD,TRUE,AZ,Arizona,25,92754,1934971,57380,457380,MP,25,402592754,86302-2059,1,1,5,8,4,3,2,4,3.2940992,16.1089264,0,1,2,0,3,0,0.017927247,11.69365409,3.03812968,253.0231599,48.5,90.1,49.2,6.4,11.3469902,57.8,69.5,10.69846904,3,1,0,0,3,0
160626,160626,City of Safford,"SAFFORD, CITY OF",Safford,Safford,Safford CCD,TRUE,AZ,Arizona,9,92907,1934974,62000,462000,MP,9,400992907,85548-0272,1,1,7,8,4,3,2,4,7.9433919,24.15094342,0,1,2,0,3,0,0.055739484,10.12635106,2.061501877,170.7214038,31.6,83.2,51.3,3.4,6.543235,40,72,10.69114914,2,1,0,0,1,0
202933,202933,City of Yuma,"YUMA, CITY OF",Yuma,Yuma,Yuma CCD,TRUE,AZ,Arizona,27,93978,1934995,85540,485540,MP,27,402793978,85366-3014,1,1,4,8,4,1,2,4,15.7056093,15.46092504,0,2,2,0,4,0,1.172448213,11.84220763,5.402802477,79.31626137,36.3,72.5,49.5,4.5,7.1801207,42.6,68.2,10.67273893,2,1,0,0,23,0
204635,204635,City of Camarillo,"CAMARILLO, CITY OF",Camarillo,Camarillo,Camarillo CCD,TRUE,CA,California,111,90350,1935039,10046,610046,WC,111,611190350,93011-0248,1,1,4,9,4,2,2,6,26.7390888,12,0.317297313,2,2,1,5,0,0,11.11174616,6.063900623,17.30294164,39.4,75.3,48.7,10.9,21.7110325,55.2,69.1,11.36186999,3,3,4,2,35,1
205502,205502,City of Novato,"NOVATO, CITY OF",Novato,Novato,Novato CCD,TRUE,CA,California,41,92205,1935223,52582,652582,WC,41,604192205,94945-5054,1,1,5,9,4,2,2,6,19.9077163,17,46.26545074,2,2,2,6,0,3.120056436,10.97937695,5.67920857,23.1408776,43.5,77.5,48.4,6.1,25.1925483,73.6,69.1,11.30970708,3,3,2,1,23,0
205754,205754,City of Sonoma,"SONOMA, CITY OF",Sonoma,Sonoma,Sonoma CCD,TRUE,CA,California,97,93070,1935312,72646,672646,WC,97,609793070,95476-6618,1,1,7,9,4,2,2,6,18.2324391,17,24.44601355,2,2,2,6,0,0.166693474,10.61172037,4.588771889,344.8729185,46,81.3,48.5,7.8,19.1742844,65.1,62.2,11.0069547,4,3,4,0,8,1
166957,166957,City of Sebastapol,"SEBASTAPOL, CITY OF",Sebastapol,Sebastopol,Sebastopol CCD,TRUE,CA,California,97,92980,1935303,70770,670770,WC,97,609792980,95473-1776,1,1,7,9,4,2,2,6,5.2406642,17,0.216717109,1,2,1,4,0,0,10.21508145,4.9949349,251.3249293,48.2,89.2,48.2,8.5,24.7327258,73.6,64.8,11.21639099,4,4,3,1,20,1
205146,205146,City of Alameda,"ALAMEDA, CITY OF",Alameda,Alameda,Alameda CCD,TRUE,CA,California,1,90020,1935006,562,6562,WC,1,600190020,94501-4477,1,1,4,9,4,1,2,6,11.1079447,16,76.56265477,1,2,2,5,0,0,11.2092766,7.117872216,2.149213247,40.7,50.8,47.8,7.7,28.1167255,78.8,48.1,11.21480241,4,4,5,0,48,0
205903,205903,City of Chico,"CHICO, CITY OF",Chico,Chico,Chico CCD,TRUE,CA,California,7,90470,1935051,13014,613014,WC,7,600790470,95927-3420,1,1,4,9,4,1,2,6,43.4315587,17,0,2,2,0,4,0,0,11.52115154,5.486050887,68.1722654,30,81.5,49.7,6.3,16.4062735,36.6,46.6,10.67968829,3,3,4,0.5,20,0
204294,204294,City of Desert Hot Springs,"DESERT HOT SPRINGS, CITY OF",Desert Hot Springs,Desert Hot Springs,Desert Hot Springs CCD,TRUE,CA,California,65,90670,1935071,18996,618996,WC,65,606590670,92240-3006,1,1,6,9,4,2,2,6,18.9798399,13.45753899,0,2,2,0,4,0,0,10.86450305,4.502702697,215.3238451,36.3,64.3,50.3,2.9,5.5798374,52.1,63.7,10.52961313,4,1,0,0,9,0
167101,167101,City of Dixon,"DIXON, CITY OF",Dixon,Dixon,Dixon CCD,TRUE,CA,California,95,90700,1935074,19402,619402,WC,95,609590700,95620-3619,1,1,6,9,4,2,2,6,44.4884143,17,0,2,2,0,4,0,0,9.964253341,3.807623561,31.98161833,33.8,71.3,49.8,8.5,10.9508418,67.1,64.8,11.14228199,3,2,0,0,3,0
204876,204876,City of Dos Palos,"DOS PALOS, CITY OF",Dos Palos,Dos Palos,Dos Palos CCD,TRUE,CA,California,47,90720,1935076,19612,619612,WC,47,604790720,93620-2330,1,1,8,9,4,3,2,6,25.8790489,15,0,2,2,0,4,0,0.00266774,9.133567313,3.573122419,102.1611002,31.1,65.4,50,7.6,3.8592027,53.3,58.3,10.4793422,2,1,1,0,2,1
348815,348815,City of Elk Grove,"ELK GROVE, CITY OF",Elk Grove,Elk Grove,Elk Grove CCD,TRUE,CA,California,67,90870,1935091,22020,622020,WC,67,606790870,95758-8045,1,1,4,9,4,2,2,6,23.045783,16,0,2,2,0,4,0,0,11.64275125,6.696905444,40.3930804,34,45.8,49,7.3,14.7155917,58.5,75.4,11.22709501,4,3,1,0,55,1
205048,205048,City of Half Moon Bay,"HALF MOON BAY, CITY OF",Half Moon Bay,Half Moon Bay,Half Moon Bay CCD,TRUE,CA,California,81,91215,1935317,31708,631708,WC,81,608191215,94019-1921,1,1,6,9,4,2,2,6,1.7245988,12.47411444,36.3087835,1,2,2,5,0,0.503674184,10.27138924,3.259600343,143.9959466,43.3,77.6,49.8,7.4,30.4977991,73.5,71.2,11.60073486,3,2,1,0,2,1
205225,205225,City of Hayward,"HAYWARD, CITY OF",Hayward,Hayward,Hayward CCD,TRUE,CA,California,1,91260,1935131,33000,633000,WC,1,600191260,94541-5007,1,1,3,9,4,2,2,6,6.6580242,14.77897574,21.61957483,1,2,2,5,0,6.466263314,12.81196387,6.898342727,161.7846176,36.3,40.4,48.9,11.6,15.3998781,68,56.7,11.06201833,3,3,6,1,48,0
204718,204718,City of Lemoore,"LEMOORE, CITY OF",Lemoore,Lemoore,Lemoore CCD,TRUE,CA,California,31,91590,1935164,41152,641152,WC,31,603191590,93245-2651,1,1,6,9,4,3,2,6,35.6223289,12,0,2,2,0,4,0,0,10.50094948,4.753139389,84.40543831,26.7,60.1,51.8,8.2,7.7513302,50.2,46.8,10.92701704,2,2,2,0,8,1
204901,204901,City of Madera,"MADERA, CITY OF",Madera,Madera,Madera CCD,TRUE,CA,California,39,91830,1935188,45022,645022,WC,39,603991830,93637-3527,1,1,5,9,4,1,2,6,19.9171451,14,0,2,2,0,4,0,0.144969973,11.43428261,5.07517009,113.9398709,28.3,54.8,51.1,10.1,5.2798026,42.4,60.3,10.73858992,3,3,5,0,14,0
166733,166733,City of Manteca,"MANTECA, CITY OF",Manteca,Manteca,Manteca CCD,TRUE,CA,California,77,91870,1935192,45484,645484,WC,77,607791870,95337,1,1,5,9,4,2,2,6,26.1645214,16,0,2,2,0,4,0,0,11.44524602,5.818078272,89.72755695,33,58.9,49.7,11.2,7.7269409,54.4,64.9,11.02203318,2,1,0,0,25,1
205660,205660,City of Merced,"MERCED, CITY OF",Merced,Merced,Merced CCD,TRUE,CA,California,47,91960,1935201,46898,646898,WC,47,604791960,95340-4708,1,1,4,9,4,1,2,6,78.9965622,15,0,2,2,0,4,0,0,11.50828471,4.685886073,55.78701892,28.3,54.1,49.7,10.5,7.4206633,42.4,46.6,10.58438501,3,4,3,1.5,8,0
204653,204653,City of Oxnard,"OXNARD, CITY OF",Oxnard,Oxnard,Oxnard CCD,TRUE,CA,California,111,92310,1935236,54652,654652,WC,111,611192310,93030-5738,1,1,3,9,4,2,2,6,1.5820072,10.84640172,45.60836273,1,2,2,5,0,0.740016198,12.36699605,5.531965546,37.89725167,30,49.7,50.9,11.6,8.044244,55.2,54.2,10.96666263,3,2,1,2,11,1
206014,206014,City of Red Bluff,"RED BLUFF, CITY OF",Red Bluff,Red Bluff,Red Bluff CCD,TRUE,CA,California,103,92560,1935261,59892,659892,WC,103,610392560,96080-3433,1,1,6,9,4,3,2,6,16.1884504,17,0,2,2,0,4,0,0,10.60561925,3.837062983,206.9977942,40,84,49.4,6.4,7.1090282,35.9,64.3,10.55677582,2,1,0,0,3,0
204218,204218,City of San Diego,"SAN DIEGO, CITY OF",San Diego,San Diego,San Diego CCD,TRUE,CA,California,73,92780,1935283,66000,666000,WC,73,607392780,92101-4806,1,1,0,9,4,1,1,6,5.8714517,15.99872123,23.41526745,1,2,2,5,0,0.553749366,14.6306457,6.873245984,84.68865457,34.6,62,50,8.8,20.2320347,54.1,52,11.05163576,3,1,3,0,57,0
205127,205127,City of San Mateo,"SAN MATEO, CITY OF",San Mateo,San Mateo,San Mateo CCD,TRUE,CA,California,81,92870,1935292,68252,668252,WC,81,608192870,94403-1338,1,1,4,9,4,2,2,6,7.9722874,12.32390745,40.94814108,1,2,2,5,0,6.360230584,12.85694365,6.905268879,314.6125733,38.7,60.8,49.3,9.5,29.2529107,73.5,58.7,11.43163948,3,3,3,0.3,51,0
166298,166298,City of San Rafael,"SAN RAFAEL, CITY OF",San Rafael,San Rafael,San Rafael CCD,TRUE,CA,California,41,92880,1935293,68364,668364,WC,41,604192880,94915-1560,1,1,4,9,4,2,2,6,10.4456244,17,55.29484687,1,2,2,5,0,2.187910562,11.15960204,6.148126981,25.27870431,41.5,72.8,49.6,4.1,26.7867168,78,57.2,11.24139229,4,4,3,0.5,41,0
164622,164622,City of Santa Barbara,"SANTA BARBARA, CITY OF",Santa Barbara,Santa Barbara,Santa Barbara CCD,TRUE,CA,California,83,92890,1935294,69070,669070,WC,83,608392890,93102-1990,1,1,4,9,4,1,2,6,0.6553568,10.89666557,66.84058976,0,2,2,4,0,0,12.12512828,4.109299599,99.78229082,33.9,74.7,49.6,7.9,22.2851283,60.4,46.9,11.08988175,4,3,5,1,4,1
203695,203695,City of Santa Monica,"SANTA MONICA, CITY OF",Santa Monica,Santa Monica,Santa Monica CCD,TRUE,CA,California,37,92920,1935297,70000,670000,WC,37,603792920,90401-3248,1,1,4,9,4,2,2,6,1.1884903,12,47.11574134,1,2,2,5,0,0,11.40462731,7.680604855,6.721849579,40.4,77.6,48.2,5.5,43.8728448,69.2,28.4,11.1395693,4,4,6,15,52,1
165406,165406,City of South San Francisco,"SOUTH SAN FRANCISCO, CITY OF",South San Francisco,South San Francisco,South San Francisco CCD,TRUE,CA,California,81,93170,1935322,73262,673262,WC,81,608193170,94080-3634,1,1,4,9,4,2,2,6,1.4416087,15.09343434,64.91107733,1,2,2,5,0,0,12.63171613,6.657116469,405.5406923,39.6,41.8,49,5.7,22.332826,84.2,59.1,11.25787836,3,2,4,0,37,1
203706,203706,City of Torrance,"TORRANCE, CITY OF",Torrance,Torrance,Torrance CCD,TRUE,CA,California,37,93380,1935343,80000,680000,WC,37,603793380,90503-5015,1,1,3,9,4,2,2,6,0.2761563,12,15.87043812,0,2,2,4,0,1.58E-10,11.88750516,7.739659592,5.431110724,41.3,51.1,48.6,15.9,27.0564289,69.2,56.5,11.21402065,3,2,3,2,84,0
205710,205710,City of Tracy,"TRACY, CITY OF",Tracy,Tracy,Tracy CCD,TRUE,CA,California,77,93400,1935345,80238,680238,WC,77,607793400,95376-4010,1,1,4,9,4,2,2,6,16.600614,15.96115108,0,2,2,0,4,0,0,11.57357832,5.027583843,86.6412549,32.9,53.3,51.6,13.1,12.1382268,54.4,68.2,11.27042069,3,3,6,1.5,9,1
167210,167210,City of Woodland,"WOODLAND, CITY OF",Woodland,Woodland,Woodland CCD,TRUE,CA,California,113,93790,1935385,86328,686328,WC,113,611393790,95695-3413,1,1,5,9,4,1,2,6,58.2724221,17,0,2,2,0,4,0,0,10.98010982,5.301605466,19.41771276,34.1,63.5,49.4,5,12.2973815,40.7,56.8,10.94034854,3,3,2,0,11,1
205972,205972,City of Yuba City,"YUBA CITY, CITY OF",Yuba City,Yuba City,Yuba City CCD,TRUE,CA,California,101,93820,1935388,86972,686972,WC,101,610193820,95993-3005,1,1,4,9,4,1,2,6,20.0155685,17,0,2,2,0,4,0,0,11.21372396,6.566157477,22.83134526,33.9,59.3,49.5,7.6,10.1733057,41.4,59.3,10.82752818,2,1,0,0,57,0
204764,204764,City of Bakersfield,"BAKERSFIELD, CITY OF",Bakersfield,Bakersfield,Bakersfield CCD,TRUE,CA,California,29,90180,1935022,3526,63526,WC,29,602990180,93301-5201,1,1,3,9,4,1,2,6,3.1925767,12,0,1,2,0,3,0,0,12.88354258,6.419947254,59.38750976,29.8,57.3,49.1,5.1,6.9414367,40.1,53.7,10.69684199,3,2,0,0,41,0
164946,164946,City of Bishop,"BISHOP, CITY OF",Bishop,Bishop,Bishop CCD,TRUE,CA,California,27,90250,1935029,6798,66798,WC,27,602790250,93515-1236,1,1,8,9,4,3,2,6,2.6311094,13.08608924,0,1,2,0,3,0,0,9.441452093,1.889067852,252.4475524,44.7,75.1,49.9,2.8,11.4705654,55.5,64.9,10.75216303,4,2,2,0,1,0
205169,205169,City of Calistoga,"CALISTOGA, CITY OF",Calistoga,Calistoga,Calistoga CCD,TRUE,CA,California,55,90340,1935038,9892,69892,WC,55,605590340,94515-1440,1,1,7,9,4,2,2,6,2.8766442,17,0,1,2,0,3,0,0,8.771525284,3.555348143,24.238921,42.5,75.6,49.9,11.9,18.0712858,58.2,60.1,10.84073711,3,3,6,1.5,4,1
167530,167530,City of Corning,"CORNING, CITY OF",Corning,Corning,Corning CCD,TRUE,CA,California,103,90580,1935062,16322,616322,WC,103,610390580,96021-2517,1,1,7,9,4,3,2,6,14.1118597,17,0,2,2,0,4,0,0,9.595466709,3.726545867,118.0388666,33.5,73.8,49.7,14.7,5.2202171,36.6,60.3,10.54368217,1,1,0,0,3,1
205819,205819,City of Folsom,"FOLSOM, CITY OF",Folsom,Folsom,Folsom CCD,TRUE,CA,California,67,91010,1935105,24638,624638,WC,67,606791010,95630-2614,1,1,4,9,4,2,2,6,3.1189683,16,0,1,2,0,3,0,6.524663786,11.18668273,6.906485865,39.08526713,37.6,74.3,53.3,11.5,24.9876915,43.6,69.9,11.45836368,3,2,1,1,79,0
204972,204972,City of King City,"KING CITY, CITY OF",King City,King City,King City CCD,TRUE,CA,California,53,91470,1935152,38520,638520,WC,53,605391470,93930-2922,1,1,6,9,4,2,2,6,5.9101517,12,0,1,2,0,3,0,0,9.697446909,2.633138814,46.7099333,27.3,51.3,53.1,4.7,3.283871,60.5,52.2,10.85102498,1,1,0,0,1,1
204890,204890,City of Kingsburg,"KINGSBURG, CITY OF",Kingsburg,Kingsburg,Kingsburg CCD,TRUE,CA,California,19,91480,1935153,38562,638562,WC,19,601991480,93631-1908,1,1,7,9,4,2,2,6,0.1232129,11,0,0,2,0,2,0,0,9.455636728,5.76848632,38.92814436,34,74.8,48.5,11.1,8.8445645,50.2,66,10.91248508,3,2,0,0,25,0
204724,204724,City of Lindsay,"LINDSAY, CITY OF",Lindsay,Lindsay,Lindsay CCD,TRUE,CA,California,107,91640,1935169,41712,641712,WC,107,610791640,93247-0369,1,1,6,9,4,2,2,6,3.6095982,11.99295775,0,1,2,0,3,0,0,9.7381411,4.778891932,64.6304749,26.3,58,50.5,9.9,2.7856441,41.5,55.7,10.45053902,3,3,1,0,14,0
204841,204841,Town of Mammoth Lakes,"MAMMOTH LAKES, TOWN OF",Mammoth Lakes,Mammoth Lakes,Mammoth Lakes CCD,TRUE,CA,California,51,91865,1935205,45358,645358,WC,51,605191865,93546-1609,1,2,7,9,4,3,2,6,1.0624993,14.48560385,0,1,2,0,3,0,3.947358385,9.402364704,0.850987231,70.83039617,36.7,82,53.6,3.2,19.7014925,47.6,55.3,10.99653438,2,2,2,0,0,1
206011,206011,City of Mount Shasta,"MOUNT SHASTA, CITY OF",Mount Shasta,Mount Shasta,Mount Shasta CCD,TRUE,CA,California,93,92050,1935210,49852,649852,WC,93,609392050,96067-2231,1,1,8,9,4,3,2,6,0.3074317,14.99502489,0,0,2,0,2,0,0.943405454,8.852378887,2.849052818,93.0682132,49.9,91.3,47.7,7.1,20.5153759,43.3,63.4,10.72507192,2,1,0,0,3,0
164143,164143,City of Murrieta,"MURRIETA, CITY OF",Murrieta,Murrieta,Murrieta CCD,TRUE,CA,California,65,92060,1935211,50076,650076,WC,65,606592060,92562,1,1,5,9,4,2,1,6,1.6486699,13.24071991,0,1,2,0,3,0,1.187324158,12.55298661,5.759828952,538.9481053,33.7,70.2,49.2,11.1,15.420832,50.2,72.6,11.291131,4,3,3,0,25,0
205940,205940,City of Nevada City,"NEVADA CITY, CITY OF",Nevada City,Nevada City,Nevada City CCD,TRUE,CA,California,57,92090,1935214,50874,650874,WC,57,605792090,95959-2405,1,1,8,9,4,3,2,6,0.8622383,15.20637119,0,1,2,0,3,0,0.377467425,9.631547587,3.04762244,407.7640786,50.7,92.3,50.7,5.5,20.955908,37.3,72.7,10.87897129,4,3,1,0,1,0
