iMISID,ID,UJURIS,UJURIS1,NAME_CUT,UPO,NAMELSAD,TEST,USTATE,STATE_TITLE,COUNTYFP +,COUSUBFP,COUSUBNS,FIPS_PLACE_ID,ST_FIP,ICMA_REGION_CODE,UCNTY#,GEOID,UZIP,UTYPE,UID,UPOP,UGRAPH,UREGN,UMETRO,UFOG,STATEFP +,per_flood,drought,per_sea,flood_dummy,drought_dummy,sea_dummy,score_hazard,statereg,per_water,pop_total_log,pop_density_log,pop_growth,age_median,per_white,per_male,per_manufact,edu_bachelor,per_democrat,hh_oc,income_log,prior_env,prior_cli,greenaction,staffs,urban,impervious
181632,181632,City of Dallas,"DALLAS, CITY OF",Dallas,Dallas,Dallas CCD,TRUE,GA,Georgia,223,90858,1936212,21324,1321324,SE,223,1322390858,30132-4271,1,1,7,5,3,2,2,13,4.9409731,10.00719424,0,1,2,0,3,0,0,10.54581501,5.622343897,651.9382911,34.1,74.3,47.6,8.6,11.18358,44.8,71.5,10.90459726,4,3,2,10,61,0
123450,123450,City of Eatonton,"EATONTON, CITY OF",Eatonton,Eatonton,Eatonton CCD,TRUE,GA,Georgia,237,91032,1936242,26084,1326084,SE,237,1323791032,31024-3820,1,1,7,5,3,3,1,13,4.7677641,8,0,1,1,0,2,0,0.13897595,9.039077443,3.26906323,24.57125961,36.4,39.1,46.9,13.4,5.3091322,33.8,63.9,10.12109581,2,1,0,0,3,0
424930,424930,City of Jefferson,"JEFFERSON, CITY OF",Jefferson,Jefferson,Jefferson CCD,TRUE,GA,Georgia,157,91596,1936336,41988,1341988,SE,157,1315791596,30549,1,1,8,5,3,2,2,13,9.5217545,8.372307692,0,1,2,0,3,0,0,10.04468325,4.263423979,502.1699346,36,85.1,50.1,11.6,13.343593,21.6,78.3,10.88143766,3,1,0,0,12,1
181732,181732,City of Jonesboro,"JONESBORO, CITY OF",Jonesboro,Jonesboro,Jonesboro CCD,TRUE,GA,Georgia,63,91620,1936340,42604,1342604,SE,63,1306391620,30236-3278,1,1,8,5,3,2,1,13,7.9739475,8,0,1,1,0,2,0,1.955185361,11.32164389,6.264591447,2056.960042,33.1,24.9,48.5,7,12.6037421,83,67.1,10.81440387,3,3,0,0,68,0
181746,181746,City of Lilburn,"LILBURN, CITY OF",Lilburn,Lilburn,Lilburn CCD,TRUE,GA,Georgia,135,91740,1936360,46356,1346356,SE,135,1313591740,30047-5020,1,1,6,5,3,2,1,13,8.8697194,8.645669291,0,1,2,0,3,0,0,11.79142047,6.987792962,1068.426638,31.9,45.6,50.9,8.3,16.9194958,44.5,59,10.83111379,3,2,1,2,100,1
122309,122309,City of Marietta,"MARIETTA, CITY OF",Marietta,Marietta,Marietta CCD,TRUE,GA,Georgia,67,91926,1936393,49756,1349756,SE,67,1306791926,30061-0609,1,1,4,5,3,2,2,13,5.799277,9.816,0,1,2,0,3,0,0,11.66769595,6.854266176,98.7114455,33.2,55.9,49.7,7.8,23.4100863,44.8,48.6,10.81575018,1,1,0,0,100,1
182104,182104,City of Milledgeville,"MILLEDGEVILLE, CITY OF",Milledgeville,Milledgeville,Milledgeville CCD,TRUE,GA,Georgia,9,92015,1936408,51492,1351492,SE,9,1300992015,31059-1030,1,1,6,5,3,3,1,13,7.972177,9.988636363,0,1,2,0,3,0,4.207079895,10.41283208,4.854510474,77.44841926,31.6,53.3,48.5,9.6,9.2760246,34,51.4,10.48645708,2,2,1,0,32,0
182106,182106,City of Perry,"PERRY, CITY OF",Perry,Perry,Perry CCD,TRUE,GA,Georgia,153,92352,1936467,60340,1360340,SE,153,1315392352,31069-2030,1,1,7,5,3,2,2,13,10.0328764,8.060747664,0,1,1,0,2,0,0,10.12679109,4.782694416,160.4040825,36.9,67.6,48.6,12,15.4334922,53.1,69.8,11.02044716,3,2,0,0,24,0
181775,181775,City of Riverdale,"RIVERDALE, CITY OF",Riverdale,Riverdale,Riverdale CCD,TRUE,GA,Georgia,63,92538,1936500,65464,1365464,SE,63,1306392538,30274-4712,1,1,6,5,3,2,2,13,11.9486035,8,0,1,1,0,2,0,0,11.23531253,7.052411174,507.1405674,31.8,10,46.5,6.2,10.368288,67.2,53.3,10.64423371,2,1,2,1,100,0
181785,181785,City of Social Circle,"SOCIAL CIRCLE, CITY OF",Social Circle,Social Circle,Social Circle CCD,TRUE,GA,Georgia,297,92796,1936545,71660,1371660,SE,297,1329792796,30025-0310,1,1,8,5,3,2,2,13,9.2211513,9,0,1,2,0,3,0,0.007643935,8.815666825,3.951307101,99.43770346,38.1,71.6,48.5,19.8,9.296,23.5,74.2,10.74430014,2,1,0,0,7,0
123036,123036,City of Statesboro,"STATESBORO, CITY OF",Statesboro,Statesboro,Statesboro CCD,TRUE,GA,Georgia,31,92844,1936555,73256,1373256,SE,31,1303192844,30459-0348,1,1,6,5,3,3,2,13,10.3190634,10.11538461,0,1,2,0,3,0,9.210782999,10.77243507,4.575369452,110.097806,23.9,61.1,49.9,7.3,11.0406064,46.7,42.6,10.31397337,4,3,0,0,12,1
181575,181575,City of Stone Mountain,"STONE MOUNTAIN, CITY OF",Stone Mountain,Stone Mountain,Stone Mountain CCD,TRUE,GA,Georgia,89,92868,1936559,73816,1373816,SE,89,1308992868,30083-3010,1,1,7,5,3,2,2,13,6.9291353,9,0,1,2,0,3,0,0,10.59287768,6.635671006,457.7326802,33.5,17.9,46.2,5.9,18.0537902,44.5,48.9,10.70268251,3,1,3,0.1,100,0
123065,123065,City of Sylvania,"SYLVANIA, CITY OF",Sylvania,Sylvania,Sylvania CCD,TRUE,GA,Georgia,251,92934,1936571,75160,1375160,SE,251,1325192934,30467,1,1,8,5,3,3,2,13,9.2401892,12.18700787,0,1,2,0,3,0,7.131776089,9.019905995,2.790442556,209.0093458,39.1,54.6,47.7,24.3,6.0753775,75.27,67.8,10.37342868,3,2,2,0,2,0
124060,124060,City of Tifton,"TIFTON, CITY OF",Tifton,Tifton,Tifton CCD,TRUE,GA,Georgia,277,93036,1936588,76476,1376476,SE,277,1327793036,31793-0229,1,1,6,5,3,3,2,13,13.3068094,9,0,2,2,0,4,0,0,10.09054786,5.761335985,60.11952191,31.7,49.5,47,12.7,8.608769,33.3,49.6,10.31771417,4,3,1,0,50,0
181920,181920,City of Toccoa,"TOCCOA, CITY OF",Toccoa,Toccoa,Toccoa CCD,TRUE,GA,Georgia,257,93054,1936591,76756,1376756,SE,257,1325793054,30577-1409,1,1,7,5,3,3,2,13,8.0660376,9.474683544,0,1,2,0,3,0,0.815584591,9.512221164,4.466132758,45.06060281,39.5,79.9,46.5,21.2,7.8769098,30.45,60.2,10.3452203,2,1,0,0,16,0
123539,123539,City of Vienna,"VIENNA, CITY OF",Vienna,Vienna,Vienna CCD,TRUE,GA,Georgia,93,93204,1936618,79444,1379444,SE,93,1309393204,31092-0436,1,1,8,5,3,3,1,13,3.4993614,8.432494288,0,1,2,0,3,0,0.626916634,8.848078421,2.779940042,134.1405987,39.7,46.9,47.1,15.8,8.0234834,34.8,69,10.35980419,4,3,0,0,1,0
181658,181658,City of Woodstock,"WOODSTOCK, CITY OF",Woodstock,Woodstock,Woodstock CCD,TRUE,GA,Georgia,57,93426,1936656,84176,1384176,SE,57,1305793426,30188,1,1,6,5,3,2,2,13,11.207615,9,0,1,2,0,3,0,3.52007756,11.43824502,6.356400735,823.4228856,35.7,83.7,48.9,9.8,21.3617278,26.8,78.2,11.09539284,3,1,4,1,98,1
182335,182335,City of Donalsonville,"DONALSONVILLE, CITY OF",Donalsonville,Donalsonville,Donalsonville CCD,TRUE,GA,Georgia,253,90966,1936230,23368,1323368,SE,253,1325390966,31745-0308,1,1,8,5,3,3,1,13,12.9777959,6.297805636,0,2,1,0,3,0,2.74566788,8.720134035,2.956711894,119.0629471,43.9,62.9,47.1,18.9,4.7358834,29.9,75.1,10.22832089,2,1,0,0,2,0
190805,190805,City of Camanche,"CAMANCHE, CITY OF",Camanche,Camanche,Camanche township,TRUE,IA,Iowa,45,90450,467523,10135,1910135,MW,45,1904590450,52730-0077,1,1,8,4,2,3,1,19,30.326042,0,0,2,0,0,2,0,21.04914807,8.440312147,4.602009977,9.845788849,43.7,97.5,49.5,18.3,12.0309051,60.75,79.6,10.75032102,3,1,0,0,14,0
190288,190288,City of Charles City,"CHARLES CITY, CITY OF",Charles City,Charles City,Charles City city,TRUE,IA,Iowa,67,90645,467592,12765,1912765,MW,67,1906790645,50616,1,1,7,4,2,3,2,19,20.3260225,1,0,2,1,0,3,0,0,8.942722331,6.150061776,-2.04813108,42.9,92.7,47,26.4,9.390896,59.6,64,10.43711131,3,1,1,0,61,0
190507,190507,City of Harlan,"HARLAN, CITY OF",Harlan,Harlan,Harlan city,TRUE,IA,Iowa,165,91849,468007,34500,1934500,MW,165,1916591849,51537-0650,1,1,7,4,2,3,1,19,20.0459066,1,0,2,1,0,3,0,0,8.538171598,6.106719372,-3.332071185,43.8,97,46.4,8.3,10.7198444,44.37,71.7,10.57931053,2,2,0,0,48,0
137896,137896,City of Webster City,"WEBSTER CITY, CITY OF",Webster City,Webster City,Webster City city,TRUE,IA,Iowa,79,94633,468965,83145,1983145,MW,79,1907994633,50595-0217,1,1,7,4,2,3,2,19,17.5073942,1,0,2,1,0,3,0,0,8.995908761,5.860563728,-1.296477495,40.2,90.8,48.5,29.8,9.44,49.74,68.2,10.57088093,3,2,3,2,47,0
189936,189936,City of Adel,"ADEL, CITY OF",Adel,Adel,Adel township,TRUE,IA,Iowa,49,90018,467377,505,19505,MW,49,1904990018,50003-0248,1,1,8,4,2,2,2,19,12.1890884,2.07,0,2,1,0,3,0,0,8.699014623,4.146644438,74.58515284,39.1,97.8,48.2,10.9,15.6059421,46.41,74.5,10.87149749,2,1,0,0,5,1
207602,207602,City of Bloomfield,"BLOOMFIELD, CITY OF",Bloomfield,Bloomfield,Bloomfield city,TRUE,IA,Iowa,51,90268,467463,7030,197030,MW,51,1905190268,52537-1615,1,1,8,4,2,3,1,19,0,1,0,0,1,0,1,0,1.69E-10,7.878534196,6.099764705,1.499423299,43,98.3,46,16.8,12.2813688,44.04,68.7,10.69955227,3,1,0,0,0,0
190750,190750,City of Burlington,"BURLINGTON, CITY OF",Burlington,Burlington,Burlington city,TRUE,IA,Iowa,57,90401,2393469,9550,199550,MW,57,1905790401,52601-5142,1,1,5,4,2,3,2,19,4.4174195,1,0,1,1,0,2,0,7.114304093,10.15280554,6.552309314,-4.381683371,39.7,88.2,48.1,19.7,9.1587252,60.58,67.6,10.5745936,2,1,2,0,79,0
190468,190468,City of Carroll,"CARROLL, CITY OF",Carroll,Carroll,Carroll city,TRUE,IA,Iowa,27,90475,467532,11080,1911080,MW,27,1902790475,51401-2717,1,1,6,4,2,3,2,19,0,1,0,0,1,0,1,0,0,9.220587688,6.523201957,-0.029685335,42,96,47.1,15.3,11.904051,51.04,68.8,10.72331144,2,1,0,0,79,0
190733,190733,City of Centerville,"CENTERVILLE, CITY OF",Centerville,Centerville,Centerville city,TRUE,IA,Iowa,7,90640,467589,12315,1912315,MW,7,1900790640,52544-2238,1,1,7,4,2,3,1,19,0,1,0,0,1,0,1,0,0,8.617581365,6.075595203,-6.684672519,41.8,96.5,46.6,13.7,10.6204184,48.09,58,10.28878397,2,2,0,0,65,0
190107,190107,City of Des Moines,"DES MOINES, CITY OF",Des Moines,Des Moines,Des Moines township,TRUE,IA,Iowa,153,90987,467711,21000,1921000,MW,153,1915390987,50309-1809,1,1,3,4,2,1,2,19,0.0128547,3,0,0,1,0,1,0,0,11.49914089,7.165301426,-50.35735497,33.8,76.1,49,8.2,18.136334,56.43,60.1,10.73134044,4,3,4,0,95,0
190543,190543,City of Dubuque,"DUBUQUE, CITY OF",Dubuque,Dubuque,Dubuque city,TRUE,IA,Iowa,61,91085,467744,22395,1922395,MW,61,1906191085,52001-4805,1,1,4,4,2,1,2,19,5.8448597,0,0,1,0,0,1,0,4.432812195,10.96192,6.603543453,-0.08494262,38,91.7,48.4,14.2,14.5920284,61.16,65.7,10.66401297,4,3,5,1,75,1
190203,190203,City of Eagle Grove,"EAGLE GROVE, CITY OF",Eagle Grove,Eagle Grove,Eagle Grove township,TRUE,IA,Iowa,197,91101,467750,23250,1923250,MW,197,1919791101,50533-1813,1,1,8,4,2,3,2,19,7.2705994,1,0,1,1,0,2,0,0,8.261009786,3.719906851,4.256465517,41.3,95.3,49.1,17.9,6.2190997,48.51,68.5,10.67405863,1,1,0,0,4,0
207679,207679,City of Emmetsburg,"EMMETSBURG, CITY OF",Emmetsburg,Emmetsburg,Emmetsburg township,TRUE,IA,Iowa,147,91224,467792,25590,1925590,MW,147,1914791224,50536-0417,1,1,8,4,2,3,1,19,0,1,0,0,1,0,1,0,0.134848111,7.94944442,3.429902215,-28.3981809,40.9,97.4,47.7,10.8,9.8981077,50.52,70.1,10.87187725,2,1,0,0,3,1
138200,138200,City of Glenwood,"GLENWOOD, CITY OF",Glenwood,Glenwood,Glenwood township,TRUE,IA,Iowa,129,91575,467912,31350,1931350,MW,129,1912991575,51534-1773,1,1,7,4,2,3,1,19,0,2.265306122,0,0,1,0,1,0,0,8.777401287,4.78534116,21.05263158,38.7,96.9,50,5.4,10.4522454,40.87,72,10.93756132,2,1,0,0,19,0
137523,137523,City of Indianola,"INDIANOLA, CITY OF",Indianola,Indianola,Indianola city,TRUE,IA,Iowa,181,92036,468071,38280,1938280,MW,181,1918192036,50125-0299,1,1,6,4,2,2,2,19,3.8387437,3,0,1,1,0,2,0,0,9.601165503,6.229330786,13.72518849,34.1,96.9,46.7,6.2,16.0456483,49.43,67.4,10.91290426,3,2,2,1,70,0
190666,190666,City of Marion,"MARION, CITY OF",Marion,Marion,Marion township,TRUE,IA,Iowa,113,92859,468355,49485,1949485,MW,113,1911392859,52302-3453,1,1,5,4,2,2,2,19,6.7864573,0.131979695,0,1,0,0,1,0,0,10.56995703,5.317578175,48.12124439,36.9,94,48.6,18.4,20.7321282,60.02,77.4,11.01964502,2,1,0,0,21,0
207768,207768,City of Mason City,"MASON CITY, CITY OF",Mason City,Mason City,Mason City city,TRUE,IA,Iowa,33,92890,468366,50160,1950160,MW,33,1903392890,50401-3224,1,1,5,4,2,3,2,19,8.2665953,1,0,1,1,0,2,0,0,10.24277724,5.955590064,-3.746743453,40.9,93.8,48.2,16.3,11.8435556,59.67,67.2,10.61413078,2,1,1,0,53,0
137617,137617,City of Nevada,"NEVADA, CITY OF",Nevada,Nevada,Nevada township,TRUE,IA,Iowa,169,93063,468426,55695,1955695,MW,169,1916993063,50201-0530,1,1,7,4,2,3,2,19,10.8595149,0,0,1,0,0,1,0,0,8.827614751,4.334711052,2.433163112,38,94.4,49.2,17.3,14.5886218,57,71.1,10.86132322,3,2,2,0,8,0
207788,207788,City of Onawa,"ONAWA, CITY OF",Onawa,Onawa,Onawa city,TRUE,IA,Iowa,133,93175,468464,59115,1959115,MW,133,1913393175,51040-1624,1,1,8,4,2,3,1,19,0,1,0,0,1,0,1,0,0,8.005700679,5.407778323,-3.008735037,44.8,96.4,47.5,8.1,6.8552413,47.85,65.7,10.50218668,2,2,2,0,28,0
190076,190076,City of Osceola,"OSCEOLA, CITY OF",Osceola,Osceola,Osceola city,TRUE,IA,Iowa,39,93212,468477,59835,1959835,MW,39,1903993212,50213-0465,1,1,8,4,2,3,2,19,0,3.222222222,0,0,1,0,1,0,0,8.502891407,5.653942231,5.795235029,36.8,91,48.5,15.6,8.1180812,49.92,60.2,10.71392876,2,1,0,0,49,0
207794,207794,City of Oskaloosa,"OSKALOOSA, CITY OF",Oskaloosa,Oskaloosa,Oskaloosa city,TRUE,IA,Iowa,123,93218,468480,59925,1959925,MW,123,1912393218,52577-3148,1,1,6,4,2,3,2,19,1.4647579,2,0,1,1,0,2,0,0,9.346879736,6.311170961,4.799780581,35.8,93.3,48.8,27.8,9.1547441,40.83,62.3,10.54294383,2,1,0,0,78,0
190465,190465,City of Spirit Lake,"SPIRIT LAKE, CITY OF",Spirit Lake,Spirit Lake,Spirit Lake township,TRUE,IA,Iowa,59,93960,468734,74415,1974415,MW,59,1905993960,51360-1239,1,1,8,4,2,3,2,19,0,0.960784314,0,0,0,0,0,0,31.2752278,7.245655068,3.30313121,-67.0969256,55.4,99.4,49.4,8.2,19.6440343,46.69,88.7,10.88040291,4,2,0,0,3,1
190789,190789,City of West Burlington,"WEST BURLINGTON, CITY OF",West Burlington,West Burlington,West Burlington city,TRUE,IA,Iowa,57,94658,2397262,83685,1983685,MW,57,1905794658,52655-1230,1,1,8,4,2,3,2,19,1.3345706,1,0,1,1,0,2,0,0,7.995643604,5.438762583,-6.105662765,44.4,90.7,46.9,19.7,7.2892173,60.58,66.6,10.60336205,1,1,0,0,47,0
190610,190610,City of West Union,"WEST UNION, CITY OF",West Union,West Union,West Union city,TRUE,IA,Iowa,65,94702,468989,84765,1984765,MW,65,1906594702,52175-1559,1,1,8,4,2,3,1,19,6.2123918,0,0,1,0,0,1,0,0,7.818430272,5.845674114,-2.471557474,42.4,96.4,49.5,16.5,11.3236419,57.59,68.6,10.61567727,2,1,3,0,0,0
202158,202158,City of Burley,"BURLEY, CITY OF",Burley,Burley,Burley CCD,TRUE,ID,Idaho,31,90460,1936685,11260,1611260,MP,31,1603190460,83318-0948,1,1,7,8,4,3,1,16,0,7.289256198,0,0,1,0,1,0,0,9.559376212,4.761083389,52.1790468,31.8,79.8,50,11.6,8.2955377,23.66,65.8,10.50927784,3,1,0,0,13,0
202165,202165,City of Gooding,"GOODING, CITY OF",Gooding,Gooding,Gooding CCD,TRUE,ID,Idaho,47,91265,1936720,32140,1632140,MP,47,1604791265,83330-1205,1,1,8,8,4,3,1,16,0,7.21875,0,0,1,0,1,0,0,8.762802487,2.993223999,88.88888889,34.6,84.7,51.1,12.9,5.8803301,27.62,68.2,10.38649995,2,1,0,0,1,1
202174,202174,City of Jerome,"JEROME, CITY OF",Jerome,Jerome,Jerome CCD,TRUE,ID,Idaho,53,91748,1936742,41320,1641320,MP,53,1605391748,83338-2614,1,1,7,8,4,3,1,16,0.0146983,7.042735045,0,0,1,0,1,0,0,9.862978009,3.49585697,146.8637532,31.3,80.3,51,17.2,6.1640537,29.14,66.8,10.57484914,3,1,0,0,2,0
511433,511433,City of Kimberly,"KIMBERLY, CITY OF",Kimberly,Kimberly,Kimberly CCD,TRUE,ID,Idaho,83,91840,1936746,43570,1643570,MP,83,1608391840,83341,1,1,8,8,4,2,1,16,1.4900069,7.035460995,0,1,1,0,2,0,0,8.895492631,3.938819822,179.2272379,33.9,90.8,50,8.1,9.6270087,30.42,78.5,10.66246929,3,2,0,0,3,0
202279,202279,City of Mountain Home,"MOUNTAIN HOME, CITY OF",Mountain Home,Mountain Home,Mountain Home CCD,TRUE,ID,Idaho,39,92300,1936766,54730,1654730,MP,39,1603992300,83647-0010,1,1,6,8,4,3,1,16,0.00000382,12.00458015,0,0,2,0,2,0,0.616450651,10.09580069,2.225536364,117.5446469,28.9,82.2,51.8,8,7.5435036,32.87,59.9,10.68978349,3,2,0,0,2,1
202133,202133,City of Shelley,"SHELLEY, CITY OF",Shelley,Shelley,Shelley CCD,TRUE,ID,Idaho,11,93220,1936806,73450,1673450,MP,11,1601193220,83274-1226,1,1,8,8,4,3,1,16,0,8,0,0,1,0,1,0,0,9.01225522,4.380836374,115.1324416,30.6,90.9,50,15.1,9.1331459,27.38,78.9,10.75139237,3,3,0,0,5,0
195553,195553,City of Carbondale,"CARBONDALE, CITY OF",Carbondale,Carbondale,Carbondale township,TRUE,IL,Illinois,77,11170,428760,11163,1711163,MW,77,1707711170,62902-2047,1,1,6,3,2,3,2,17,23.908784,1.525773196,0,2,1,0,3,0,0,10.29363596,5.699877258,42.85576133,23.9,65.1,53,2.6,19.1520568,59.72,28.8,9.906383356,3,3,1,0,35,0
194888,194888,City of Colona,"COLONA, CITY OF",Colona,Colona,Colona township,TRUE,IL,Illinois,73,15677,428833,15664,1715664,MW,73,1707315677,61241-0170,1,1,7,3,2,2,1,17,20.5367558,0,0,2,0,0,2,0,0,8.827907963,4.479572459,31.87705393,39.6,96.1,50.8,16.3,8.8633687,61.71,86.6,10.80480677,3,3,4,0,15,0
194783,194783,City of Momence,"MOMENCE, CITY OF",Momence,Momence,Momence township,TRUE,IL,Illinois,91,49906,429380,49893,1749893,MW,91,1709149906,60954-1515,1,1,8,3,2,2,1,17,39.334984,1,0,2,1,0,3,0,0,8.248005702,3.536970334,20.46672974,42.9,86.1,52.8,12.9,7.9572137,51.55,75.1,10.89512692,2,2,0,0,3,0
194643,194643,Village of Riverside,"RIVERSIDE, VILLAGE OF",Riverside,Riverside,Riverside township,TRUE,IL,Illinois,31,64434,429647,64421,1764421,MW,31,1703164434,60546-2278,1,3,7,3,2,2,2,17,16.1111512,0,0,2,0,0,2,0,0,9.654641504,7.30603117,75.31197302,43.2,89,48.1,10.1,26.244638,76.21,75.8,11.17026613,3,3,0,0,100,0
143301,143301,Village of Wauconda,"WAUCONDA, VILLAGE OF",Wauconda,Wauconda,Wauconda township,TRUE,IL,Illinois,97,79280,429902,79267,1779267,MW,97,1709779280,60084,1,3,7,3,2,2,1,17,16.7308193,0,0,2,0,0,2,0,4.015279655,9.986449073,5.889984088,129.9957663,37.5,86.6,50.3,15.1,18.2038951,51.91,81.3,11.13229442,4,1,3,0,45,0
305535,305535,Township of Thornton,"THORNTON, TOWNSHIP OF",Thornton,South Holland,Thornton township,TRUE,IL,Illinois,31,75198,422238,75198,1775198,MW,31,1703175198,60473-2142,1,4,3,3,2,2,1,17,7.927232,0,0,1,0,0,1,0,0,12.03958113,7.229685986,-6.34727492,35.8,23.3,46.6,9.5,9.7061443,76.21,66.1,10.74196808,1,1,0,0,100,0
194028,194028,Village of Addison,"ADDISON, VILLAGE OF",Addison,Addison,Addison township,TRUE,IL,Illinois,43,250,428571,243,17243,MW,43,1704300250,60101,1,3,5,3,2,2,1,17,0.000238,0,0,0,0,0,0,0,0,11.39202257,6.961154931,146.7338642,37.2,75,50.3,17.3,14.5412351,76.21,73.5,11.07975509,3,2,0,0,100,1
145670,145670,City of Arcola,"ARCOLA, CITY OF",Arcola,Arcola,Arcola township,TRUE,IL,Illinois,41,1894,428597,1881,171881,MW,41,1704101894,61910-0215,1,1,8,3,2,3,1,17,2.3964221,1.666666667,0,1,1,0,2,0,0,8.105307516,3.169461604,24.88687783,38.4,85.7,49.9,35,7.0217918,38.63,74.2,10.77895629,2,1,0,0,3,0
195444,195444,City of Auburn,"AUBURN, CITY OF",Auburn,Auburn,Auburn township,TRUE,IL,Illinois,167,2928,428619,2921,172921,MW,167,1716702928,62615-1424,1,1,8,3,2,2,1,17,4.324784,2,0,1,1,0,2,0,0,8.753529337,4.224404037,46.69909659,35.7,97.5,48.5,11,10.386705,51.39,79,10.86413961,2,2,0,0,8,0
195496,195496,City of Centralia,"CENTRALIA, CITY OF",Centralia,Centralia,Centralia township,TRUE,IL,Illinois,121,12177,428781,12164,1712164,MW,121,1712112177,62801-3524,1,1,6,3,2,3,2,17,10.7864005,2,0,1,1,0,2,0,2.887889933,9.618601567,5.108774058,6.409168081,41.4,86.4,47.5,14.2,7.3469655,48.06,66.9,10.48279392,1,1,1,1.5,22,0
195110,195110,City of Champaign,"CHAMPAIGN, CITY OF",Champaign,Champaign,Champaign township,TRUE,IL,Illinois,19,12398,428786,12385,1712385,MW,19,1701912398,61820,1,1,4,3,2,1,2,17,14.3603055,1,0,2,1,0,3,0,0,9.290444616,5.424326413,-83.95390859,39.9,79.1,47.3,6.8,37.1493556,57.76,64.4,11.08248095,3,2,3,0,42,0
143882,143882,Village of Channahon,"CHANNAHON, VILLAGE OF",Channahon,Channahon,Channahon township,TRUE,IL,Illinois,197,12483,428789,12476,1712476,MW,197,1719712483,60410-3334,1,3,7,3,2,2,2,17,0.0221766,0,0,0,0,0,0,0,0,9.242032819,4.715473517,40.55010893,38.3,95.6,50.2,13.6,14.6918971,56,93.4,11.41724021,2,1,1,0,37,1
195142,195142,City of Charleston,"CHARLESTON, CITY OF",Charleston,Charleston,Charleston township,TRUE,IL,Illinois,29,12580,428790,12567,1712567,MW,29,1702912580,61920-2030,1,1,6,3,2,3,3,17,11.0802786,1.344086022,0,1,1,0,2,0,1.27118834,10.08230297,5.508324522,13.67460431,23.4,89.3,47.4,10.7,13.2830284,50.77,47.6,10.30189448,1,1,3,0.05,19,0
194541,194541,Village of Downers Grove,"DOWNERS GROVE, VILLAGE OF",Downers Grove,Downers Grove,Downers Grove township,TRUE,IL,Illinois,43,20604,428909,20591,1720591,MW,43,1704320604,60515-4782,1,3,5,3,2,2,2,17,0.00212,0,0,0,0,0,0,0,0,11.89679233,7.014781377,201.2786307,42,82.4,48.3,9.7,30.3390421,76.21,77.4,11.2719743,3,1,2,0,87,0
195065,195065,City of El Paso,"EL PASO, CITY OF",El Paso,El Paso,El Paso township,TRUE,IL,Illinois,203,23750,428963,23737,1723737,MW,203,1720323750,61738-1422,1,1,8,3,2,2,1,17,0.8818638,0.098360656,0,1,0,0,1,0,0,8.148734809,4.009521136,28.34879406,40,97.3,48.7,11.1,10.5916306,35.92,77.8,11.03937957,3,2,0,0,6,0
143815,143815,City of Evanston,"EVANSTON, CITY OF",Evanston,Evanston,Evanston township,TRUE,IL,Illinois,31,24595,428983,24582,1724582,MW,31,1703124595,60201-2716,1,1,4,3,2,1,2,17,1.1606689,0,0,1,0,0,1,0,0.479197733,11.21836647,8.21719435,0.332709223,34.3,65.6,47.6,7,36.2127775,0,55.3,11.12883528,4,4,6,1,99,1
194995,194995,City of Farmington,"FARMINGTON, CITY OF",Farmington,Farmington,Farmington township,TRUE,IL,Illinois,57,25544,428993,25531,1725531,MW,57,1705725544,61531-1251,1,1,8,3,2,3,1,17,0.6570406,1.752941176,0,0,1,0,1,0,0,8.116715625,3.586652313,28.79661669,40.5,97.9,48.2,22.4,7.3485303,59.16,80.2,10.73118748,3,2,2,0,0,0
195283,195283,Village of Freeburg,"FREEBURG, VILLAGE OF",Freeburg,Freeburg,Freeburg township,TRUE,IL,Illinois,163,27819,429027,27806,1727806,MW,163,1716327819,62243-1541,1,3,8,3,2,2,2,17,0,2,0,0,1,0,1,0,0,8.538758969,4.012537894,31.94731405,44.2,97.1,48.7,11.9,13.8960269,60.57,81.1,11.07206113,2,1,0,0,8,0
194953,194953,City of Galesburg,"GALESBURG, CITY OF",Galesburg,Galesburg,Galesburg township,TRUE,IL,Illinois,95,28339,429035,28326,1728326,MW,95,1709528339,61402-1387,1,1,5,3,2,3,2,17,0.3318012,1,0,0,1,0,1,0,0,5.902633333,1.888695225,-98.91413992,46.2,93.4,51.9,9,11.1711712,59.16,82.9,11.13875551,3,1,0,0,17,1
194895,194895,City of Geneseo,"GENESEO, CITY OF",Geneseo,Geneseo,Geneseo township,TRUE,IL,Illinois,73,28859,429045,28846,1728846,MW,73,1707328859,61254-1347,1,1,7,3,2,2,1,17,11.0574728,0,0,1,0,0,1,0,0,8.918382505,4.372361452,15.24691358,44.6,97.7,47.3,12.1,16.3339628,53.18,76.4,10.98240721,3,2,0,0,8,0
194141,194141,City of Genoa,"GENOA, CITY OF",Genoa,Genoa,Genoa township,TRUE,IL,Illinois,37,28911,429047,28898,1728898,MW,37,1703728911,60135-1024,1,1,8,3,2,3,1,17,7.5978939,0,0,1,0,0,1,0,-1.07E-10,8.648922962,4.110290413,36.81938115,35.6,94,50.2,18.4,8.2852648,57.53,74.7,11.04683417,3,2,1,1.5,5,0
