network,campaign,adgroup,small_cohort,ostype,nb_device_id,per_fb_homescreen,per_fb_search,per_fb_view_listing,per_fb_view_product,per_add_to_cart,per_guest_sale,per_sale,per_ios,per_nc
Mobvista SDK,ID_Traffic_Placement,441_0d399929b9a355b7,2016-04-01,android,277,0.7472924188,0.411552346570397,0.44043321299639,0.523465703971119,0.176895306859206,0.0252707581227437,0.0180505415162455,0,0.057761733
Mobvista SDK,ID_Traffic_Placement,441_6ae2e6c404abc284,2016-04-01,android,2463,0.4827446204,0.276898091758019,0.321965083231831,0.342265529841657,0.0852618757612667,0.0186764108810394,0.00812017864393017,0,0.051969143
Mobvista SDK,ID_Traffic_Placement,441_93960d5fb44e9016,2016-04-01,android,496,0.4657258065,0.191532258064516,0.215725806451613,0.217741935483871,0.0403225806451613,0.00201612903225806,0,0,0.012096774
Mobvista SDK,ID_Traffic_Placement,441_98be175f18ff1211,2016-04-01,android,1047,0,0,0,0,0,0,0,0,0.019102197
Mobvista SDK,ID_Traffic_Placement,441_dcacc2b04bdf831e,2016-04-01,android,662,0.9577039275,0.58761329305136,0.583081570996979,0.654078549848943,0.145015105740181,0.0377643504531722,0.0211480362537764,0,0.069486405
Taptica,Traffic_Placement,1381228,2016-04-01,android,750,0.6653333333,0.338666666666667,0.358666666666667,0.406666666666667,0.0986666666666667,0.0133333333333333,0.00533333333333333,0,0.037333333
Taptica,Traffic_Placement,1410882,2016-04-01,android,528,0.9772727273,0.40719696969697,0.625,0.496212121212121,0.231060606060606,0.0208333333333333,0.0132575757575758,0,0.043560606
Taptica,Traffic_Placement,1410882,2016-04-01,ios,282,0.9645390071,0.297872340425532,0.528368794326241,0.322695035460993,0.0638297872340425,0.0106382978723404,0.00354609929078014,1,0.017730496
Taptica,Traffic_Placement,1476585,2016-04-01,android,407,0.6486486486,0.285012285012285,0.326781326781327,0.363636363636364,0.125307125307125,0.0417690417690418,0.00737100737100737,0,0.049140049
Taptica,Traffic_Placement,1476816,2016-04-01,android,1517,0.9901120633,0.478576137112722,0.559657218193804,0.581410678971655,0.147659854976928,0.021753460777851,0.010547132498352,0,0.040870138
Taptica,Traffic_Placement,839080,2016-04-01,android,378,0.9947089947,0.343915343915344,0.378306878306878,0.420634920634921,0.0899470899470899,0.00264550264550265,0.00793650793650794,0,0.015873016
Organic,0,0,2016-04-04,android,21459,0.9988815881,0.549699426813924,0.558413719185423,0.638799571275456,0.147490563399972,0.0268884850179412,0.0257700731627755,0,0.047812107
Organic,0,0,2016-04-04,ios,3341,0.9997006884,0.607901825800658,0.78299910206525,0.612990122717749,0.185573181682131,0.0320263394193355,0.0353187668362766,1,0.059563005
Mobvista,App_Generic,441_9216ab2940fd8b81,2016-04-04,ios,1004,0.5428286853,0.279880478087649,0.364541832669323,0.27191235059761,0.0866533864541833,0.0159362549800797,0.0179282868525896,1,0.03685259
Mobvista,App_Generic,441_98be175f18ff1211,2016-04-04,android,1939,0.4780814853,0.265085095410005,0.263537906137184,0.316658071170707,0.0794223826714801,0.0159876224858174,0.0134089736977824,0,0.031459515
Mobvista,App_Generic,441_db31e0a485a2b6c7,2016-04-04,ios,271,0.4612546125,0.265682656826568,0.328413284132841,0.276752767527675,0.0627306273062731,0.003690036900369,0.00738007380073801,1,0.029520295
Mobvista,App_Generic,6404_895d69c5ed316358,2016-04-04,android,294,0.731292517,0.227891156462585,0.41156462585034,0.316326530612245,0.136054421768707,0.00340136054421769,0,0,0.003401361
Mobvista,App_Generic,6404_a9732767cb7d5f56,2016-04-04,android,290,0.7862068966,0.258620689655172,0.4,0.320689655172414,0.158620689655172,0.0103448275862069,0,0,0.027586207
Mobvista,App_Generic,6404_abdfab4488f20142,2016-04-04,android,285,0.7438596491,0.273684210526316,0.389473684210526,0.308771929824561,0.12280701754386,0.0175438596491228,0.0105263157894737,0,0.028070175
Mobvista,App_Generic,6404_e165ad5ea8e9c41c,2016-04-04,android,255,0.7254901961,0.247058823529412,0.368627450980392,0.305882352941176,0.129411764705882,0.00392156862745098,0,0,0.003921569
