network,campaign,adgroup,small_cohort,ostype,nb_device_id,per_fb_homescreen,per_fb_search,per_fb_view_listing,per_fb_view_product,per_add_to_cart,per_guest_sale,per_sale,per_ios,per_nc
Mobvista,App_Generic,6404_eabf176351ca5098,2016-04-04,android,238,0.7100840336,0.273109243697479,0.369747899159664,0.277310924369748,0.126050420168067,0.00420168067226891,0.00420168067226891,0,0.025210084
Mobvista,App_Generic,6998_4b6d72dbb269b561,2016-04-04,android,323,0.8761609907,0.173374613003096,0.402476780185758,0.284829721362229,0.0773993808049536,0.0154798761609907,0.00309597523219814,0,0.024767802
Mobvista,App_Generic,6998_6da0fdc213913622,2016-04-04,android,342,0.9093567251,0.192982456140351,0.453216374269006,0.342105263157895,0.0847953216374269,0.0204678362573099,0,0,0.038011696
Mobvista,App_Generic,6998_b907c79431f2544f,2016-04-04,android,361,0.8864265928,0.193905817174515,0.443213296398892,0.335180055401662,0.0470914127423823,0.0110803324099723,0,0,0.016620499
Mobvista,App_Generic,6998_cd91418538c6d901,2016-04-04,android,377,0.875331565,0.172413793103448,0.397877984084881,0.297082228116711,0.0689655172413793,0.013262599469496,0.0026525198938992,0,0.021220159
Mobvista,App_Generic,6998_d8274e53c12d5975,2016-04-04,android,333,0.8888888889,0.165165165165165,0.444444444444444,0.306306306306306,0.0600600600600601,0.018018018018018,0.00600600600600601,0,0.027027027
Mobvista,App_Generic,7363_e4da3b7fbbce2345,2016-04-04,android,206,0.9174757282,0.174757281553398,0.485436893203884,0.330097087378641,0.0922330097087379,0.0194174757281553,0,0,0.029126214
Mobvista,App_Generic,7957_45c48cce2e2d7fbd,2016-04-04,android,203,0.9310344828,0.152709359605911,0.438423645320197,0.280788177339901,0.103448275862069,0.0197044334975369,0,0,0.034482759
Mobvista,App_Generic,7957_c0c7c76d30bd3dca,2016-04-04,android,235,0.9276595745,0.195744680851064,0.463829787234043,0.285106382978723,0.0425531914893617,0.00425531914893617,0.00851063829787234,0,0.021276596
InMobi,App_Native,1072,2016-04-04,android,301,0.8438538206,0.219269102990033,0.289036544850498,0.27906976744186,0.053156146179402,0.00664451827242525,0.00332225913621262,0,0.026578073
InMobi,App_Native,1090,2016-04-04,android,2492,0.8972712681,0.256019261637239,0.425361155698234,0.373595505617978,0.0626003210272873,0.00882825040128411,0.00521669341894061,0,0.022070626
InMobi,App_Native,1170,2016-04-04,android,555,0.9837837838,0.497297297297297,0.497297297297297,0.538738738738739,0.115315315315315,0.0216216216216216,0.0162162162162162,0,0.030630631
InMobi,App_Native,1452879973491727,2016-04-04,android,12478,0.7413046963,0.388203237698349,0.516108350697227,0.519474274723513,0.122615803814714,0.0271678153550248,0.0109793236095528,0,0.054816477
InMobi,App_Native,1453932492790355,2016-04-04,android,1658,0.7195416164,0.407720144752714,0.505428226779252,0.538600723763571,0.133896260554885,0.0301568154402895,0.0156815440289505,0,0.056091677
InMobi,App_Native,3541,2016-04-04,android,1244,0.963022508,0.331993569131833,0.47427652733119,0.467041800643087,0.114951768488746,0.0257234726688103,0.0128617363344051,0,0.038585209
InMobi,App_Native,3563,2016-04-04,android,1193,0.6186085499,0.227996647108131,0.275775356244761,0.282481139983236,0.0762782900251467,0.010896898575021,0.00670578373847443,0,0.018440905
IronSource,ID_App_Generic,CMC_PB37482_49372,2016-04-04,android,525,0.9619047619,0.43047619047619,0.468571428571429,0.48952380952381,0.118095238095238,0.0133333333333333,0.0133333333333333,0,0.034285714
IronSource,ID_App_Generic,CMC_PB37482_54433,2016-04-04,android,334,0.7215568862,0.221556886227545,0.341317365269461,0.344311377245509,0.101796407185629,0.0269461077844311,0.0029940119760479,0,0.041916168
IronSource,ID_App_Generic,CMC_PB45942_1147,2016-04-04,android,272,0.9852941176,0.257352941176471,0.316176470588235,0.319852941176471,0.0882352941176471,0.0110294117647059,0.00735294117647059,0,0.025735294
BBM,ID_PaidAppInstall,SponsoredUpdate,2016-04-04,android,4111,0.5957188032,0.268304548771588,0.398686450985162,0.39576745317441,0.089759182680613,0.0201897348576989,0.00632449525662856,0,0.047433714
BBM,ID_PaidAppInstall,SponsoredUpdate,2016-04-04,ios,805,0.8099378882,0.422360248447205,0.638509316770186,0.501863354037267,0.135403726708075,0.022360248447205,0.00993788819875776,1,0.040993789
Mobvista SDK,ID_Traffic_Placement,441,2016-04-04,android,370,1,0.554054054054054,0.632432432432432,0.67027027027027,0.181081081081081,0.0486486486486487,0.0108108108108108,0,0.056756757
Mobvista SDK,ID_Traffic_Placement,441_0d399929b9a355b7,2016-04-04,android,247,0.7408906883,0.331983805668016,0.465587044534413,0.433198380566802,0.11336032388664,0.0283400809716599,0.0161943319838057,0,0.072874494
Mobvista SDK,ID_Traffic_Placement,441_6ae2e6c404abc284,2016-04-04,android,2831,0.5167785235,0.288237371953373,0.333097845284352,0.344048039561992,0.0858353938537619,0.0201342281879195,0.0120098904980572,0,0.043447545
Mobvista SDK,ID_Traffic_Placement,441_93960d5fb44e9016,2016-04-04,android,531,0.4369114878,0.167608286252354,0.190207156308851,0.224105461393597,0.0583804143126177,0.0150659133709981,0.00564971751412429,0,0.024482109
Mobvista SDK,ID_Traffic_Placement,441_98be175f18ff1211,2016-04-04,android,1323,0.0786092215,0.0453514739229025,0.0476190476190476,0.054421768707483,0.0105820105820106,0.00151171579743008,0.00151171579743008,0,0.024943311
Mobvista SDK,ID_Traffic_Placement,441_dcacc2b04bdf831e,2016-04-04,android,656,0.9695121951,0.516768292682927,0.576219512195122,0.605182926829268,0.164634146341463,0.0259146341463415,0.0121951219512195,0,0.044207317
Art of Click,Traffic_Placement,1092_3506,2016-04-04,android,230,0.8217391304,0.18695652173913,0.208695652173913,0.182608695652174,0.0347826086956522,0.0130434782608696,0,0,0.026086957
Taptica,Traffic_Placement,1381228,2016-04-04,android,765,0.6705882353,0.335947712418301,0.364705882352941,0.397385620915033,0.100653594771242,0.0222222222222222,0.0117647058823529,0,0.043137255
Taptica,Traffic_Placement,1410882,2016-04-04,android,236,0.9830508475,0.436440677966102,0.567796610169492,0.466101694915254,0.258474576271186,0.0127118644067797,0.0254237288135593,0,0.025423729
Taptica,Traffic_Placement,1476585,2016-04-04,android,468,0.6196581197,0.235042735042735,0.262820512820513,0.299145299145299,0.0662393162393162,0.0106837606837607,0.00213675213675214,0,0.019230769
Taptica,Traffic_Placement,1476816,2016-04-04,android,1162,0.9974182444,0.502581755593804,0.580034423407917,0.583476764199656,0.142857142857143,0.0275387263339071,0.0120481927710843,0,0.04130809
Amobee,Web_Native,0,2016-04-04,ios,340,0.9647058824,0.214705882352941,0.45,0.232352941176471,0.0441176470588235,0.00588235294117647,0.00294117647058824,1,0.017647059
Organic,0,0,2016-04-07,android,21755,0.9988968053,0.538129165709032,0.548609515054011,0.625419443806022,0.150034474833372,0.0236267524706964,0.0238106182486785,0,0.04343829
Organic,0,0,2016-04-07,ios,3483,0.9994257824,0.573356302038473,0.749354005167959,0.61068044788975,0.175997703129486,0.0344530577088717,0.0312948607522251,1,0.059718633
IronSource,App_Generic,0,2016-04-07,android,203,0.3054187192,0.103448275862069,0.16256157635468,0.133004926108374,0.0492610837438424,0.00492610837438424,0.00492610837438424,0,0.02955665
Mobvista,App_Generic,14_ae1d2c2d957a01dc,2016-04-07,android,206,0.9805825243,0.310679611650485,0.383495145631068,0.378640776699029,0.0922330097087379,0.00970873786407767,0.00970873786407767,0,0.029126214
Mobvista,App_Generic,441_6ae2e6c404abc284,2016-04-07,android,354,0.0028248588,0.00282485875706215,0.00282485875706215,0.00282485875706215,0,0,0,0,0.016949153
Mobvista,App_Generic,441_9216ab2940fd8b81,2016-04-07,ios,1119,0.5040214477,0.235924932975871,0.341376228775693,0.264521894548704,0.0714924039320822,0.0196604110813226,0.00983020554066131,1,0.058087578
Mobvista,App_Generic,441_98be175f18ff1211,2016-04-07,android,1843,0.4416711883,0.255018990775909,0.239826370048833,0.285946825827455,0.0651112316874661,0.00813890396093326,0.00813890396093326,0,0.028214867
Mobvista,App_Generic,441_db31e0a485a2b6c7,2016-04-07,ios,279,0.4659498208,0.272401433691756,0.372759856630824,0.279569892473118,0.0824372759856631,0,0.00716845878136201,1,0.021505376
Mobvista,App_Generic,6404_895d69c5ed316358,2016-04-07,android,794,0.895465995,0.308564231738035,0.46095717884131,0.392947103274559,0.187657430730479,0.0151133501259446,0.00377833753148615,0,0.020151134
Mobvista,App_Generic,6404_a9732767cb7d5f56,2016-04-07,android,755,0.898013245,0.291390728476821,0.488741721854305,0.380132450331126,0.170860927152318,0.00927152317880795,0.00397350993377483,0,0.029139073
Mobvista,App_Generic,6404_abdfab4488f20142,2016-04-07,android,774,0.8837209302,0.299741602067183,0.471576227390181,0.355297157622739,0.158914728682171,0.0155038759689922,0.0116279069767442,0,0.021963824
Mobvista,App_Generic,6404_e165ad5ea8e9c41c,2016-04-07,android,763,0.8846657929,0.307994757536042,0.44954128440367,0.36697247706422,0.162516382699869,0.00524246395806029,0.0131061598951507,0,0.020969856
Mobvista,App_Generic,6404_eabf176351ca5098,2016-04-07,android,700,0.8728571429,0.282857142857143,0.458571428571429,0.332857142857143,0.147142857142857,0.00428571428571429,0.00857142857142857,0,0.021428571
Mobvista,App_Generic,6981_45c48cce2e2d7fbd,2016-04-07,android,336,0.9196428571,0.208333333333333,0.50297619047619,0.336309523809524,0.0773809523809524,0.00595238095238095,0.00595238095238095,0,0.020833333
Mobvista,App_Generic,6981_c0c7c76d30bd3dca,2016-04-07,android,974,0.9332648871,0.195071868583162,0.47741273100616,0.342915811088296,0.093429158110883,0.0174537987679671,0.00410677618069815,0,0.028747433
Mobvista,App_Generic,6998_4b6d72dbb269b561,2016-04-07,android,414,0.8888888889,0.173913043478261,0.454106280193237,0.342995169082126,0.0772946859903382,0.0144927536231884,0,0,0.028985507
Mobvista,App_Generic,6998_6da0fdc213913622,2016-04-07,android,362,0.8756906077,0.187845303867403,0.455801104972376,0.325966850828729,0.0718232044198895,0.00276243093922652,0.00828729281767956,0,0.033149171
Mobvista,App_Generic,6998_b907c79431f2544f,2016-04-07,android,360,0.8638888889,0.133333333333333,0.461111111111111,0.327777777777778,0.05,0.0111111111111111,0,0,0.016666667
Mobvista,App_Generic,6998_cd91418538c6d901,2016-04-07,android,361,0.9085872576,0.174515235457064,0.476454293628809,0.32409972299169,0.0831024930747922,0.0110803324099723,0.00277008310249307,0,0.016620499
Mobvista,App_Generic,6998_d8274e53c12d5975,2016-04-07,android,361,0.8975069252,0.207756232686981,0.45983379501385,0.343490304709141,0.0692520775623269,0.0138504155124654,0.00277008310249307,0,0.019390582
Mobvista,App_Generic,7363_45c48cce2e2d7fbd,2016-04-07,android,504,0.8492063492,0.14484126984127,0.422619047619048,0.325396825396825,0.0833333333333333,0.0138888888888889,0.00595238095238095,0,0.023809524
Mobvista,App_Generic,7363_e4da3b7fbbce2345,2016-04-07,android,293,0.9385665529,0.21160409556314,0.508532423208191,0.361774744027304,0.0716723549488055,0.00341296928327645,0.00341296928327645,0,0.023890785
InMobi,App_Native,1072,2016-04-07,android,670,0.9417910448,0.308955223880597,0.374626865671642,0.376119402985075,0.0880597014925373,0.017910447761194,0.0104477611940299,0,0.025373134
InMobi,App_Native,1090,2016-04-07,android,3073,0.9192971038,0.282134721770257,0.44126260982753,0.394728278555158,0.0715912788805727,0.00813537260006508,0.00553205336804426,0,0.021802799
InMobi,App_Native,1170,2016-04-07,android,214,0.9392523364,0.331775700934579,0.439252336448598,0.448598130841121,0.116822429906542,0.0420560747663551,0,0,0.037383178
InMobi,App_Native,1452879973491727,2016-04-07,android,12511,0.7339141555,0.367196866757254,0.49804172328351,0.492926224922069,0.126688514107585,0.0240588282311566,0.00863240348493326,0,0.048437375
InMobi,App_Native,1453932492790355,2016-04-07,android,1746,0.6798396334,0.361397479954181,0.425544100801833,0.465635738831615,0.11454753722795,0.0229095074455899,0.0154639175257732,0,0.053264605
InMobi,App_Native,3541,2016-04-07,android,303,0.99669967,0.293729372937294,0.438943894389439,0.399339933993399,0.108910891089109,0.0264026402640264,0.0066006600660066,0,0.02970297
InMobi,App_Native,3563,2016-04-07,android,969,0.5572755418,0.220846233230134,0.240454076367389,0.283797729618163,0.0639834881320949,0.0103199174406605,0.0123839009287926,0,0.026831785
InMobi,App_Native,3745,2016-04-07,android,202,0.004950495,0,0.00495049504950495,0,0,0,0,0,0.014851485
InMobi,App_Native,4125,2016-04-07,android,293,0.6894197952,0.266211604095563,0.450511945392491,0.368600682593857,0.0955631399317406,0.0273037542662116,0,0,0.037542662
IronSource,ID_App_Generic,CMC_PB37482_49372,2016-04-07,android,1012,0.9891304348,0.436758893280632,0.439723320158103,0.470355731225296,0.110671936758893,0.0187747035573123,0.00197628458498024,0,0.020750988
IronSource,ID_App_Generic,CMC_PB37482_54433,2016-04-07,android,509,0.8349705305,0.239685658153242,0.363457760314342,0.359528487229862,0.0923379174852652,0.0176817288801572,0.00589390962671906,0,0.023575639
IronSource,ID_App_Generic,CMC_PB45942_1147,2016-04-07,android,374,0.9973262032,0.22192513368984,0.254010695187166,0.24331550802139,0.0561497326203209,0.00802139037433155,0,0,0.00802139
Motive,ID_App_Native,68332,2016-04-07,android,215,0.4,0.153488372093023,0.223255813953488,0.213953488372093,0.0511627906976744,0,0,0,0.018604651
BBM,ID_PaidAppInstall,SponsoredUpdate,2016-04-07,android,4249,0.588844434,0.259355142386444,0.388797364085667,0.371381501529772,0.0889621087314662,0.0197693574958814,0.00658978583196046,0,0.048011297
BBM,ID_PaidAppInstall,SponsoredUpdate,2016-04-07,ios,502,0.764940239,0.390438247011952,0.599601593625498,0.458167330677291,0.117529880478088,0.0318725099601594,0.00597609561752988,1,0.055776892
Mobvista SDK,ID_Traffic_Placement,441_0d399929b9a355b7,2016-04-07,android,261,0.7318007663,0.306513409961686,0.444444444444444,0.448275862068966,0.0957854406130268,0.0153256704980843,0,0,0.030651341
Mobvista SDK,ID_Traffic_Placement,441_6ae2e6c404abc284,2016-04-07,android,3062,0.5323318093,0.268451992161986,0.332789026779882,0.340627041149575,0.0894839973873285,0.0169823644676682,0.00783801436969301,0,0.03821032
Mobvista SDK,ID_Traffic_Placement,441_93960d5fb44e9016,2016-04-07,android,572,0.4527972028,0.164335664335664,0.171328671328671,0.187062937062937,0.0576923076923077,0.00524475524475524,0.0034965034965035,0,0.019230769
Mobvista SDK,ID_Traffic_Placement,441_98be175f18ff1211,2016-04-07,android,1657,0.2426071213,0.131563065781533,0.132770066385033,0.146650573325287,0.0368135184067592,0.00663850331925166,0.00844900422450211,0,0.035003018
Mobvista SDK,ID_Traffic_Placement,441_dcacc2b04bdf831e,2016-04-07,android,795,0.9610062893,0.477987421383648,0.525786163522013,0.554716981132075,0.145911949685535,0.0226415094339623,0.0213836477987421,0,0.047798742
Art of Click,Traffic_Placement,1092_2920,2016-04-07,android,200,0.98,0.32,0.385,0.36,0.03,0,0.01,0,0.005
Art of Click,Traffic_Placement,2435_80,2016-04-07,android,1016,0.9881889764,0.298228346456693,0.490157480314961,0.446850393700787,0.0679133858267717,0.0127952755905512,0.00590551181102362,0,0.023622047
Taptica,Traffic_Placement,1381228,2016-04-07,android,689,0.6211901306,0.30188679245283,0.352685050798258,0.37155297532656,0.0928882438316401,0.0145137880986938,0.0159651669085631,0,0.04934688
Taptica,Traffic_Placement,1410882,2016-04-07,ios,241,0.9875518672,0.348547717842324,0.514522821576763,0.33195020746888,0.0622406639004149,0.004149377593361,0.004149377593361,1,0.01659751
Taptica,Traffic_Placement,1476585,2016-04-07,android,504,0.5694444444,0.156746031746032,0.218253968253968,0.214285714285714,0.0317460317460317,0.00198412698412698,0,0,0.001984127
Taptica,Traffic_Placement,1476816,2016-04-07,android,646,0.9984520124,0.509287925696594,0.623839009287926,0.636222910216718,0.164086687306502,0.0247678018575851,0.0278637770897833,0,0.037151703
Organic,0,0,2016-04-10,android,20465,0.99887613,0.537649645736624,0.549132665526509,0.61397507940386,0.143415587588566,0.0228194478377718,0.0263376496457366,0,0.04119228
Organic,0,0,2016-04-10,ios,3562,1,0.58422234699607,0.743964065131948,0.598259404828748,0.171252105558675,0.0286355979786637,0.0266704098820887,1,0.057551937
IronSource,App_Generic,0,2016-04-10,android,448,0.7075892857,0.194196428571429,0.359375,0.310267857142857,0.09375,0.0223214285714286,0.00223214285714286,0,0.037946429
Mobvista,App_Generic,14_ae1d2c2d957a01dc,2016-04-10,android,283,0.961130742,0.363957597173145,0.416961130742049,0.45583038869258,0.0954063604240283,0.0176678445229682,0.0106007067137809,0,0.024734982
Mobvista,App_Generic,333_56468d5607a5aaf1,2016-04-10,android,490,0.7632653061,0.224489795918367,0.471428571428571,0.340816326530612,0.13265306122449,0.0102040816326531,0.0102040816326531,0,0.032653061
Mobvista,App_Generic,441_6ae2e6c404abc284,2016-04-10,android,587,0.0017035775,0,0.00170357751277683,0.00170357751277683,0,0,0,0,0.015332198
Mobvista,App_Generic,441_9216ab2940fd8b81,2016-04-10,ios,1026,0.5116959064,0.266081871345029,0.365497076023392,0.278752436647173,0.0935672514619883,0.0146198830409357,0.0126705653021442,1,0.045808967
Mobvista,App_Generic,441_98be175f18ff1211,2016-04-10,android,1617,0.3630179344,0.213976499690785,0.203463203463203,0.218923933209648,0.0531849103277675,0.00556586270871985,0.00618429189857761,0,0.03030303
Mobvista,App_Generic,441_db31e0a485a2b6c7,2016-04-10,ios,268,0.4962686567,0.305970149253731,0.399253731343284,0.309701492537313,0.108208955223881,0.0149253731343284,0.0298507462686567,1,0.048507463
Mobvista,App_Generic,6404_895d69c5ed316358,2016-04-10,android,962,0.9147609148,0.316008316008316,0.467775467775468,0.384615384615385,0.152806652806653,0.0145530145530146,0.00831600831600832,0,0.031185031
Mobvista,App_Generic,6404_a9732767cb7d5f56,2016-04-10,android,991,0.9091826438,0.302724520686176,0.502522704339051,0.375378405650858,0.178607467204844,0.0110998990918264,0.00605449041372351,0,0.019172553
Mobvista,App_Generic,6404_abdfab4488f20142,2016-04-10,android,958,0.9008350731,0.352818371607516,0.517745302713987,0.422755741127349,0.208768267223382,0.011482254697286,0.00835073068893528,0,0.021920668
Mobvista,App_Generic,6404_e165ad5ea8e9c41c,2016-04-10,android,888,0.8975225225,0.311936936936937,0.484234234234234,0.388513513513513,0.198198198198198,0.0146396396396396,0.00675675675675676,0,0.027027027
Mobvista,App_Generic,6404_eabf176351ca5098,2016-04-10,android,938,0.907249467,0.295309168443497,0.49680170575693,0.375266524520256,0.165245202558635,0.0127931769722814,0.00533049040511727,0,0.02771855
Mobvista,App_Generic,6981_45c48cce2e2d7fbd,2016-04-10,android,287,0.9547038328,0.212543554006969,0.571428571428571,0.379790940766551,0.101045296167247,0.00696864111498258,0.00696864111498258,0,0.020905923
Mobvista,App_Generic,6981_c0c7c76d30bd3dca,2016-04-10,android,1033,0.9690222652,0.23136495643756,0.539206195546951,0.380445304937076,0.0900290416263311,0.0135527589545015,0.000968054211035818,0,0.026137464
Mobvista,App_Generic,7363_45c48cce2e2d7fbd,2016-04-10,android,1128,0.9193262411,0.185283687943262,0.50886524822695,0.349290780141844,0.0611702127659574,0.00886524822695036,0.00265957446808511,0,0.020390071
Mobvista,App_Generic,7363_e4da3b7fbbce2345,2016-04-10,android,233,0.9399141631,0.218884120171674,0.536480686695279,0.330472103004292,0.0858369098712446,0.0128755364806867,0,0,0.030042918
InMobi,App_Native,1072,2016-04-10,android,715,0.9566433566,0.311888111888112,0.362237762237762,0.34965034965035,0.0741258741258741,0.00979020979020979,0.00839160839160839,0,0.01958042
InMobi,App_Native,1090,2016-04-10,android,2945,0.9344651952,0.27911714770798,0.450254668930391,0.39830220713073,0.066553480475382,0.00950764006791171,0.00441426146010187,0,0.021731749
InMobi,App_Native,1170,2016-04-10,android,410,0.9902439024,0.35609756097561,0.424390243902439,0.414634146341463,0.107317073170732,0.0121951219512195,0.0048780487804878,0,0.02195122
InMobi,App_Native,1452879973491727,2016-04-10,android,13533,0.6329712554,0.317150668735683,0.432498337397473,0.416611246582428,0.103450823911919,0.0173649597280721,0.00997561516293505,0,0.046626764
InMobi,App_Native,1453932320649080,2016-04-10,android,205,0.5658536585,0.326829268292683,0.360975609756098,0.380487804878049,0.0926829268292683,0.00975609756097561,0.0195121951219512,0,0.024390244
InMobi,App_Native,1453932492790355,2016-04-10,android,1931,0.5561885034,0.306576903158985,0.381149663386846,0.396685655100984,0.0963231486276541,0.016053858104609,0.0129466597617815,0,0.051786639
InMobi,App_Native,3563,2016-04-10,android,895,0.5452513966,0.224581005586592,0.29608938547486,0.300558659217877,0.0793296089385475,0.0201117318435754,0.0100558659217877,0,0.033519553
InMobi,App_Native,3745,2016-04-10,android,239,0.280334728,0.0753138075313808,0.125523012552301,0.112970711297071,0.0334728033472803,0,0,0,0.025104603
InMobi,App_Native,4125,2016-04-10,android,505,0.8237623762,0.316831683168317,0.479207920792079,0.423762376237624,0.140594059405941,0.0178217821782178,0.0158415841584158,0,0.033663366
IronSource,ID_App_Generic,CMC_PB37482_49372,2016-04-10,android,972,0.987654321,0.475308641975309,0.459876543209877,0.497942386831276,0.140946502057613,0.0246913580246914,0.0051440329218107,0,0.034979424
IronSource,ID_App_Generic,CMC_PB37482_54433,2016-04-10,android,330,0.8454545455,0.245454545454545,0.327272727272727,0.3,0.0818181818181818,0.0181818181818182,0.00606060606060606,0,0.024242424
IronSource,ID_App_Generic,CMC_PB49276,2016-04-10,android,264,0.9659090909,0.242424242424242,0.564393939393939,0.443181818181818,0.053030303030303,0.00378787878787879,0,0,0.011363636
Motive,ID_App_Native,68332,2016-04-10,android,457,0.7177242888,0.358862144420131,0.452954048140044,0.466083150984683,0.105032822757112,0.0196936542669584,0.0153172866520788,0,0.037199125
BBM,ID_PaidAppInstall,SponsoredUpdate,2016-04-10,android,3527,0.5880351574,0.249503827615537,0.389566203572441,0.365749929118231,0.0754182024383329,0.0138928267649561,0.00652112276722427,0,0.039977318
BBM,ID_PaidAppInstall,SponsoredUpdate,2016-04-10,ios,351,0.6894586895,0.299145299145299,0.512820512820513,0.356125356125356,0.122507122507123,0.0199430199430199,0.00854700854700855,1,0.042735043
Mobvista SDK,ID_Traffic_Placement,441_0d399929b9a355b7,2016-04-10,android,240,0.7291666667,0.345833333333333,0.408333333333333,0.4375,0.125,0.0208333333333333,0.00833333333333333,0,0.029166667
Mobvista SDK,ID_Traffic_Placement,441_6ae2e6c404abc284,2016-04-10,android,2842,0.5467980296,0.274102744546094,0.341660802251935,0.346938775510204,0.0925404644616467,0.0147783251231527,0.00844475721323012,0,0.040816327
Mobvista SDK,ID_Traffic_Placement,441_93960d5fb44e9016,2016-04-10,android,501,0.4730538922,0.137724550898204,0.169660678642715,0.173652694610778,0.0499001996007984,0.0119760479041916,0.00199600798403194,0,0.021956088
Mobvista SDK,ID_Traffic_Placement,441_98be175f18ff1211,2016-04-10,android,1847,0.3687060097,0.218733080671359,0.210070384407147,0.231727125067677,0.0611802923659989,0.0092041147807255,0.00595560368164591,0,0.030319437
Mobvista SDK,ID_Traffic_Placement,441_dcacc2b04bdf831e,2016-04-10,android,679,0.9617083947,0.4860088365243,0.580265095729013,0.589101620029455,0.157584683357879,0.0235640648011782,0.0117820324005891,0,0.044182622
Taptica,Traffic_Placement,1381228,2016-04-10,android,594,0.632996633,0.303030303030303,0.297979797979798,0.338383838383838,0.0673400673400673,0.0117845117845118,0.00673400673400673,0,0.026936027
Taptica,Traffic_Placement,1476585,2016-04-10,android,486,0.6810699588,0.224279835390947,0.281893004115226,0.292181069958848,0.0699588477366255,0.01440329218107,0.0102880658436214,0,0.030864198
Organic,0,0,2016-04-13,android,21516,0.9986056888,0.531464956311582,0.568786019706265,0.631855363450455,0.148958914296338,0.0247722625023239,0.0362520914668154,0,0.046755903
Organic,0,0,2016-04-13,ios,4291,1,0.545094383593568,0.724539734327662,0.585644371941272,0.202749941738522,0.028431601025402,0.0414821719878816,1,0.059193661
IronSource,App_Generic,0,2016-04-13,android,666,0.6906906907,0.184684684684685,0.358858858858859,0.288288288288288,0.0735735735735736,0.00750750750750751,0.00600600600600601,0,0.025525526
Mobvista,App_Generic,333_56468d5607a5aaf1,2016-04-13,android,387,0.7105943152,0.248062015503876,0.41343669250646,0.328165374677003,0.0775193798449612,0.0180878552971576,0.0129198966408269,0,0.046511628
Mobvista,App_Generic,441_6ae2e6c404abc284,2016-04-13,android,1002,0.000998004,0,0,0.000998003992015968,0,0,0,0,0.018962076
Mobvista,App_Generic,441_9216ab2940fd8b81,2016-04-13,ios,1157,0.5350043215,0.307692307692308,0.410544511668107,0.329299913569576,0.12618841832325,0.017286084701815,0.0302506482281763,1,0.069144339
Mobvista,App_Generic,441_98be175f18ff1211,2016-04-13,android,2034,0.2959685349,0.169616519174041,0.169124877089479,0.190757128810226,0.0417895771878073,0.00688298918387414,0.00835791543756145,0,0.029990167
Mobvista,App_Generic,441_db31e0a485a2b6c7,2016-04-13,ios,329,0.5167173252,0.297872340425532,0.404255319148936,0.340425531914894,0.115501519756839,0.0060790273556231,0.0212765957446809,1,0.036474164
Mobvista,App_Generic,6404_895d69c5ed316358,2016-04-13,android,930,0.9172043011,0.316129032258064,0.476344086021505,0.387096774193548,0.165591397849462,0.0139784946236559,0.0129032258064516,0,0.021505376
Mobvista,App_Generic,6404_a9732767cb7d5f56,2016-04-13,android,889,0.9066366704,0.321709786276715,0.464566929133858,0.389201349831271,0.140607424071991,0.0168728908886389,0.00224971878515186,0,0.015748031
Mobvista,App_Generic,6404_abdfab4488f20142,2016-04-13,android,831,0.9133574007,0.293622141997593,0.486161251504212,0.385078219013237,0.134777376654633,0.0192539109506619,0.00601684717208183,0,0.031287605
Mobvista,App_Generic,6404_e165ad5ea8e9c41c,2016-04-13,android,911,0.9001097695,0.300768386388584,0.472008781558727,0.392974753018661,0.145993413830955,0.0109769484083425,0.00987925356750823,0,0.021953897
Mobvista,App_Generic,6404_eabf176351ca5098,2016-04-13,android,831,0.9265944645,0.28158844765343,0.504211793020457,0.395908543922984,0.134777376654633,0.01323706377858,0.0120336943441637,0,0.024067389
Mobvista,App_Generic,6981_c0c7c76d30bd3dca,2016-04-13,android,530,0.9301886792,0.183018867924528,0.490566037735849,0.330188679245283,0.0547169811320755,0.00943396226415094,0.00377358490566038,0,0.016981132
Mobvista,App_Generic,6998_4b6d72dbb269b561,2016-04-13,android,200,0.715,0.195,0.38,0.285,0.065,0.01,0.01,0,0.04
Mobvista,App_Generic,7363_45c48cce2e2d7fbd,2016-04-13,android,1500,0.9673333333,0.202666666666667,0.528,0.343333333333333,0.0506666666666667,0.0113333333333333,0.004,0,0.024
Mobvista,App_Generic,7363_e4da3b7fbbce2345,2016-04-13,android,259,0.9498069498,0.239382239382239,0.494208494208494,0.38996138996139,0.0617760617760618,0.0115830115830116,0.00386100386100386,0,0.027027027
Mobvista,App_Generic,7363_eccbc87e4b5ce2fe,2016-04-13,android,357,0.9355742297,0.168067226890756,0.473389355742297,0.338935574229692,0.0756302521008403,0.0112044817927171,0,0,0.019607843
Mobvista,App_Generic,7957_c0c7c76d30bd3dca,2016-04-13,android,368,0.9320652174,0.160326086956522,0.491847826086957,0.347826086956522,0.0380434782608696,0.00815217391304348,0.00271739130434783,0,0.013586957
InMobi,App_Native,1072,2016-04-13,android,661,0.9773071104,0.284417549167927,0.355521936459909,0.296520423600605,0.0605143721633888,0.0151285930408472,0.0075642965204236,0,0.028744327
InMobi,App_Native,1090,2016-04-13,android,2831,0.9311197457,0.284705051218651,0.461674320028259,0.406923348640057,0.0635817732250088,0.00847756976333451,0.00565171317555634,0,0.017661604
InMobi,App_Native,1452879973491727,2016-04-13,android,22826,0.7870410935,0.365679488302813,0.567992639971962,0.562866906159643,0.115745202838868,0.0324629808113555,0.0132743362831858,0,0.059143082
